arch,subarch,arch_dim,max_seq_len,batch_size,throughput
mugi,none,256x8,max_seq_len_4096,batch_size_32,19.646152575746765
systolic,mac,8x8,max_seq_len_512,batch_size_1,1.0
systolic,mac,8x8,max_seq_len_512,batch_size_2,1.990020402337989
systolic,mac,8x8,max_seq_len_512,batch_size_4,3.940722107561544
systolic,mac,8x8,max_seq_len_512,batch_size_8,7.728800094678319
systolic,mac,8x8,max_seq_len_512,batch_size_16,7.728800094678319
systolic,mac,8x8,max_seq_len_512,batch_size_32,7.728800094678319
systolic,mac,8x8,max_seq_len_2048,batch_size_1,1.0
systolic,mac,8x8,max_seq_len_2048,batch_size_2,1.9581040513836974
systolic,mac,8x8,max_seq_len_2048,batch_size_4,3.759100721787608
systolic,mac,8x8,max_seq_len_2048,batch_size_8,6.9620049015583465
systolic,mac,8x8,max_seq_len_2048,batch_size_16,6.9620049015583465
systolic,mac,8x8,max_seq_len_2048,batch_size_32,6.9620049015583465
systolic,mac,8x8,max_seq_len_4096,batch_size_1,1.0
systolic,mac,8x8,max_seq_len_4096,batch_size_2,1.8693940699923077
systolic,mac,8x8,max_seq_len_4096,batch_size_4,3.309740783658311
systolic,mac,8x8,max_seq_len_4096,batch_size_8,5.394321009401409
systolic,mac,8x8,max_seq_len_4096,batch_size_16,5.394321009401409
systolic,mac,8x8,max_seq_len_4096,batch_size_32,5.394321009401409
systolic,mac,16x16,max_seq_len_512,batch_size_1,2.001427843199791
systolic,mac,16x16,max_seq_len_512,batch_size_2,3.9867967619764033
systolic,mac,16x16,max_seq_len_512,batch_size_4,7.90995544150094
systolic,mac,16x16,max_seq_len_512,batch_size_8,15.571479233790775
systolic,mac,16x16,max_seq_len_512,batch_size_16,30.195489423815363
systolic,mac,16x16,max_seq_len_512,batch_size_32,30.195489423815363
systolic,mac,16x16,max_seq_len_2048,batch_size_1,2.000408286467622
systolic,mac,16x16,max_seq_len_2048,batch_size_2,3.9212871619207563
systolic,mac,16x16,max_seq_len_2048,batch_size_4,7.540759668566589
systolic,mac,16x16,max_seq_len_2048,batch_size_8,14.00823045080407
systolic,mac,16x16,max_seq_len_2048,batch_size_16,24.547897014807106
systolic,mac,16x16,max_seq_len_2048,batch_size_32,24.547897014807106
systolic,mac,16x16,max_seq_len_4096,batch_size_1,1.9974442573655038
systolic,mac,16x16,max_seq_len_4096,batch_size_2,3.7395094738052275
systolic,mac,16x16,max_seq_len_4096,batch_size_4,6.629098742634478
systolic,mac,16x16,max_seq_len_4096,batch_size_8,10.824273516511875
systolic,mac,16x16,max_seq_len_4096,batch_size_16,15.885644718743391
systolic,mac,16x16,max_seq_len_4096,batch_size_32,15.885644718743391
simd,mac,8x8,max_seq_len_512,batch_size_1,1.0015224650482863
simd,mac,8x8,max_seq_len_512,batch_size_2,1.9930501388459254
simd,mac,8x8,max_seq_len_512,batch_size_4,3.9467217192353146
simd,mac,8x8,max_seq_len_512,batch_size_8,7.7405669226876626
simd,mac,8x8,max_seq_len_512,batch_size_16,7.7405669226876626
simd,mac,8x8,max_seq_len_512,batch_size_32,7.7405669226876626
simd,mac,8x8,max_seq_len_2048,batch_size_1,1.003286178204243
simd,mac,8x8,max_seq_len_2048,batch_size_2,1.9645387302389945
simd,mac,8x8,max_seq_len_2048,batch_size_4,3.7714537966471005
simd,mac,8x8,max_seq_len_2048,batch_size_8,6.984883290323678
simd,mac,8x8,max_seq_len_2048,batch_size_16,6.984883290323678
simd,mac,8x8,max_seq_len_2048,batch_size_32,6.984883290323678
simd,mac,8x8,max_seq_len_4096,batch_size_1,1.0085681289180026
simd,mac,8x8,max_seq_len_4096,batch_size_2,1.8854112793825524
simd,mac,8x8,max_seq_len_4096,batch_size_4,3.33809906937787
simd,mac,8x8,max_seq_len_4096,batch_size_8,5.440540247235051
simd,mac,8x8,max_seq_len_4096,batch_size_16,5.440540247235051
simd,mac,8x8,max_seq_len_4096,batch_size_32,5.440540247235051
simd,mac,16x16,max_seq_len_512,batch_size_1,2.0049836927470395
simd,mac,16x16,max_seq_len_512,batch_size_2,3.9938799992382115
simd,mac,16x16,max_seq_len_512,batch_size_4,7.9240088519122365
simd,mac,16x16,max_seq_len_512,batch_size_8,15.599144672616802
simd,mac,16x16,max_seq_len_512,batch_size_16,30.2491369580627
simd,mac,16x16,max_seq_len_512,batch_size_32,30.2491369580627
simd,mac,16x16,max_seq_len_2048,batch_size_1,2.0080818249382597
simd,mac,16x16,max_seq_len_2048,batch_size_2,3.936329462476366
simd,mac,16x16,max_seq_len_2048,batch_size_4,7.569686489956692
simd,mac,16x16,max_seq_len_2048,batch_size_8,14.061966890904506
simd,mac,16x16,max_seq_len_2048,batch_size_16,24.642064268991028
simd,mac,16x16,max_seq_len_2048,batch_size_32,24.642064268991028
simd,mac,16x16,max_seq_len_4096,batch_size_1,2.0174405519960295
simd,mac,16x16,max_seq_len_4096,batch_size_2,3.776946027308804
simd,mac,16x16,max_seq_len_4096,batch_size_4,6.695463224793842
simd,mac,16x16,max_seq_len_4096,batch_size_8,10.932636256993417
simd,mac,16x16,max_seq_len_4096,batch_size_16,16.04467728507807
simd,mac,16x16,max_seq_len_4096,batch_size_32,16.04467728507807
