Kode,code1,code2,code4,code5,Tekst5,Tekst1,Tekst2
1332325,1,13,1332,32325,Tyveri fra telefonautomat,Straffelov i alt,Ejendomsforbrydelser
1332330,1,13,1332,32330,Tyveri fra parkometerautomat,Straffelov i alt,Ejendomsforbrydelser
1332335,1,13,1332,32335,Tyveri fra spilleautomat,Straffelov i alt,Ejendomsforbrydelser
1332502,1,13,1332,32502,Butikstyveri fra andre forretninger,Straffelov i alt,Ejendomsforbrydelser
1332505,1,13,1332,32505,Butikstyveri beklædning/skind/fodtøj,Straffelov i alt,Ejendomsforbrydelser
1332510,1,13,1332,32510,Butikstyveri kiosk/cigar-/vinhandel,Straffelov i alt,Ejendomsforbrydelser
1332515,1,13,1332,32515,Butikstyveri købmand/supermarked/mejeri,Straffelov i alt,Ejendomsforbrydelser
1332520,1,13,1332,32520,Butikstyveri radio-/fotoforretning,Straffelov i alt,Ejendomsforbrydelser
1332525,1,13,1332,32525,Butikstyveri urmager/guldsmed,Straffelov i alt,Ejendomsforbrydelser
1332530,1,13,1332,32530,Butikstyveri møntvaskeri,Straffelov i alt,Ejendomsforbrydelser
1332535,1,13,1332,32535,"Butikstyveri, tricktyveri",Straffelov i alt,Ejendomsforbrydelser
1332705,1,13,1332,32705,Rudeknusningstyveri radio-/fotoforretning,Straffelov i alt,Ejendomsforbrydelser
1332710,1,13,1332,32710,Rudeknusningstyveri fra urmager/guldsmed,Straffelov i alt,Ejendomsforbrydelser
1332715,1,13,1332,32715,Rudeknusningstyveri iøvrigt,Straffelov i alt,Ejendomsforbrydelser
1336305,1,13,1336,36305,Tyveri af taske/bagage,Straffelov i alt,Ejendomsforbrydelser
1336405,1,13,1336,36405,"Tyveri, tricktyveri på gadeplan",Straffelov i alt,Ejendomsforbrydelser
1336502,1,13,1336,36502,Tyveri af barnevogn/klapvogn,Straffelov i alt,Ejendomsforbrydelser
1336504,1,13,1336,36504,Tyveri fra cafeteria/restaurant,Straffelov i alt,Ejendomsforbrydelser
1336506,1,13,1336,36506,Tyveri fra hotel/motel,Straffelov i alt,Ejendomsforbrydelser
1336507,1,13,1336,36507,Tyveri fra kasseapparat,Straffelov i alt,Ejendomsforbrydelser
1336508,1,13,1336,36508,Tyveri fra udstilling,Straffelov i alt,Ejendomsforbrydelser
1336510,1,13,1336,36510,Tyveri fra møntvaskeri,Straffelov i alt,Ejendomsforbrydelser
1336512,1,13,1336,36512,Tyveri fra andre butikker,Straffelov i alt,Ejendomsforbrydelser
1336513,1,13,1336,36513,"Tyveri, tricktyveri i beboelse",Straffelov i alt,Ejendomsforbrydelser
1336514,1,13,1336,36514,Tyveri fra campingplads,Straffelov i alt,Ejendomsforbrydelser
1336516,1,13,1336,36516,Tyveri fra garderobe,Straffelov i alt,Ejendomsforbrydelser
1336518,1,13,1336,36518,Tyveri fra skole/fritidshjem o.l.,Straffelov i alt,Ejendomsforbrydelser
1336520,1,13,1336,36520,Tyveri fra lejlighed/værelse/etageejendom,Straffelov i alt,Ejendomsforbrydelser
1336522,1,13,1336,36522,Tyveri fra villa/landejendom,Straffelov i alt,Ejendomsforbrydelser
1336524,1,13,1336,36524,Tyveri fra kælder o.l.,Straffelov i alt,Ejendomsforbrydelser
1336526,1,13,1336,36526,Tyveri fra svømmehal/idrætsanlæg/omklædningsrum,Straffelov i alt,Ejendomsforbrydelser
1336528,1,13,1336,36528,Tyveri fra udhængsskab,Straffelov i alt,Ejendomsforbrydelser
1336530,1,13,1336,36530,Tyveri fra hospital/plejehjem,Straffelov i alt,Ejendomsforbrydelser
1336531,1,13,1336,36531,Tyveri fra fritidshus,Straffelov i alt,Ejendomsforbrydelser
1336532,1,13,1336,36532,Tyveri fra institution,Straffelov i alt,Ejendomsforbrydelser
1336534,1,13,1336,36534,Tyveri fra kontor,Straffelov i alt,Ejendomsforbrydelser
1336536,1,13,1336,36536,Tyveri fra kaserne,Straffelov i alt,Ejendomsforbrydelser
1336538,1,13,1336,36538,Tyveri fra byggeplads,Straffelov i alt,Ejendomsforbrydelser
1336540,1,13,1336,36540,Tyveri fra døgnboks,Straffelov i alt,Ejendomsforbrydelser
1336541,1,13,1336,36541,Tyveri fra kaserne (våben/ammunition),Straffelov i alt,Ejendomsforbrydelser
1336542,1,13,1336,36542,Tyveri fra andre steder,Straffelov i alt,Ejendomsforbrydelser
1336543,1,13,1336,36543,Tyveri fra pengeautomat,Straffelov i alt,Ejendomsforbrydelser
1336544,1,13,1336,36544,Tyveri af afgrøde (korn o.l.),Straffelov i alt,Ejendomsforbrydelser
1336545,1,13,1336,36545,Tyveri fra garage/udhus,Straffelov i alt,Ejendomsforbrydelser
1336546,1,13,1336,36546,Tyveri af benzin/olie,Straffelov i alt,Ejendomsforbrydelser
1336548,1,13,1336,36548,Tyveri af el/gas,Straffelov i alt,Ejendomsforbrydelser
1336550,1,13,1336,36550,Tyveri af forsendelse,Straffelov i alt,Ejendomsforbrydelser
1336552,1,13,1336,36552,Tyveri af husdyr,Straffelov i alt,Ejendomsforbrydelser
1336554,1,13,1336,36554,Tyveri af nummerplader,Straffelov i alt,Ejendomsforbrydelser
1336556,1,13,1336,36556,Tyveri fra lomme/taske/bagage,Straffelov i alt,Ejendomsforbrydelser
1336558,1,13,1336,36558,Tyveri i tog/skib/fly/bus,Straffelov i alt,Ejendomsforbrydelser
1336560,1,13,1336,36560,Tyveri i lufthavne,Straffelov i alt,Ejendomsforbrydelser
1336562,1,13,1336,36562,Tyveri i forbindelse med prostitution,Straffelov i alt,Ejendomsforbrydelser
1336564,1,13,1336,36564,Tyveri på banegårde,Straffelov i alt,Ejendomsforbrydelser
1336566,1,13,1336,36566,Tyveri af narkotika,Straffelov i alt,Ejendomsforbrydelser
1336568,1,13,1336,36568,Tyveri i plads,Straffelov i alt,Ejendomsforbrydelser
1336570,1,13,1336,36570,Tyveri i forbindelse med vold,Straffelov i alt,Ejendomsforbrydelser
1336572,1,13,1336,36572,Tyveri i øvrigt,Straffelov i alt,Ejendomsforbrydelser
1336574,1,13,1336,36574,Tyveri af våben,Straffelov i alt,Ejendomsforbrydelser
1336575,1,13,1336,36575,Tyveri af fiskeredskaber/-garn o.l.,Straffelov i alt,Ejendomsforbrydelser
1336576,1,13,1336,36576,Tyveri af metaller (skrot/afklip/afbrænding),Straffelov i alt,Ejendomsforbrydelser
1339505,1,13,1339,39505,Tyveri af registreret køretøj,Straffelov i alt,Ejendomsforbrydelser
1339510,1,13,1339,39510,Tyveri af uregistreret køretøj,Straffelov i alt,Ejendomsforbrydelser
1339515,1,13,1339,39515,Brugstyveri af registreret personbil,Straffelov i alt,Ejendomsforbrydelser
1339520,1,13,1339,39520,Brugstyveri af lastbil/varebil,Straffelov i alt,Ejendomsforbrydelser
1339521,1,13,1339,39521,Brugstyveri af registreret personbil,Straffelov i alt,Ejendomsforbrydelser
1339522,1,13,1339,39522,Brugstyveri af registreret lastbil/varebil,Straffelov i alt,Ejendomsforbrydelser
1339523,1,13,1339,39523,Brugstyveri af udlejningskøretøj,Straffelov i alt,Ejendomsforbrydelser
1339524,1,13,1339,39524,Brugstyveri af uregistreret personbil,Straffelov i alt,Ejendomsforbrydelser
1339525,1,13,1339,39525,Brugstyveri af udlejningskøretøj,Straffelov i alt,Ejendomsforbrydelser
1339526,1,13,1339,39526,Brugstyveri af uregistreret lastbil/varebil,Straffelov i alt,Ejendomsforbrydelser
1339530,1,13,1339,39530,Brugstyveri af uregistreret personbil,Straffelov i alt,Ejendomsforbrydelser
1339535,1,13,1339,39535,Brugstyveri af uregistreret lastbil/varebil,Straffelov i alt,Ejendomsforbrydelser
1339705,1,13,1339,39705,Brugstyveri af registreret motorcykel/scooter,Straffelov i alt,Ejendomsforbrydelser
1339706,1,13,1339,39706,Brugstyveri af registreret motorcykel/scooter,Straffelov i alt,Ejendomsforbrydelser
1339707,1,13,1339,39707,Brugstyveri af uregistreret motorcykel/scooter,Straffelov i alt,Ejendomsforbrydelser
1339710,1,13,1339,39710,Brugstyveri af uregistreret motorcykel/scooter,Straffelov i alt,Ejendomsforbrydelser
1342505,1,13,1342,42505,Tyveri af knallert,Straffelov i alt,Ejendomsforbrydelser
1342510,1,13,1342,42510,Brugstyveri af knallert,Straffelov i alt,Ejendomsforbrydelser
1345505,1,13,1345,45505,Tyveri af cykel,Straffelov i alt,Ejendomsforbrydelser
1345510,1,13,1345,45510,Brugstyveri af cykel,Straffelov i alt,Ejendomsforbrydelser
1348205,1,13,1348,48205,Brugstyveri af EDB-materiel,Straffelov i alt,Ejendomsforbrydelser
1348505,1,13,1348,48505,Tyveri af skib/båd/fly,Straffelov i alt,Ejendomsforbrydelser
1348510,1,13,1348,48510,Brugstyveri af skib/båd/fly,Straffelov i alt,Ejendomsforbrydelser
1348515,1,13,1348,48515,Brugstyveri af andet,Straffelov i alt,Ejendomsforbrydelser
1348520,1,13,1348,48520,"Brugstyveri af påhængskøretøj, registreret knallert m.v.",Straffelov i alt,Ejendomsforbrydelser
1348525,1,13,1348,48525,Brugstyveri af andet motorkøretøj,Straffelov i alt,Ejendomsforbrydelser
1351505,1,13,1351,51505,Ulovlig omgang med hittegods,Straffelov i alt,Ejendomsforbrydelser
1354505,1,13,1354,54505,Underslæb/tilegnelse af ting,Straffelov i alt,Ejendomsforbrydelser
1354510,1,13,1354,54510,Fragåelsesunderslæb,Straffelov i alt,Ejendomsforbrydelser
1354515,1,13,1354,54515,Underslæb/forbrug af penge,Straffelov i alt,Ejendomsforbrydelser
1354520,1,13,1354,54520,Underslæb med hensyn til våben/ammunition,Straffelov i alt,Ejendomsforbrydelser
1354705,1,13,1354,54705,Underslæb/anvendelse af EDB-materiale,Straffelov i alt,Ejendomsforbrydelser
1357505,1,13,1357,57505,Bedrageri,Straffelov i alt,Ejendomsforbrydelser
1357510,1,13,1357,57510,Socialbedrageri,Straffelov i alt,Ejendomsforbrydelser
1357511,1,13,1357,57511,Socialbedrageri,Straffelov i alt,Ejendomsforbrydelser
1357512,1,13,1357,57512,"Bedrageri, arbejdsløshedskasse",Straffelov i alt,Ejendomsforbrydelser
1357515,1,13,1357,57515,"Bedrageri, arbejdsløshedskasse",Straffelov i alt,Ejendomsforbrydelser
1357520,1,13,1357,57520,Bedrageri med øvrig afgifts- eller tilskudslovgivning - grov,Straffelov i alt,Ejendomsforbrydelser
1357525,1,13,1357,57525,Bedrageri med øvrig afgifts- eller tilskudslovgivning,Straffelov i alt,Ejendomsforbrydelser
1357605,1,13,1357,57605,"Bedrageri dankort, overtræk egen konto",Straffelov i alt,Ejendomsforbrydelser
1357705,1,13,1357,57705,"Bedrageri øvrige kontokort, egen konto",Straffelov i alt,Ejendomsforbrydelser
1357805,1,13,1357,57805,"Bedrageri øvrige kontokort, stjålne",Straffelov i alt,Ejendomsforbrydelser
1357810,1,13,1357,57810,"Bedrageri, stjålne dankort",Straffelov i alt,Ejendomsforbrydelser
1357905,1,13,1357,57905,Databedrageri,Straffelov i alt,Ejendomsforbrydelser
1360505,1,13,1360,60505,"Bedrageri checks, overtræk egen konto",Straffelov i alt,Ejendomsforbrydelser
1360510,1,13,1360,60510,"Bedrageri, stjålne checks",Straffelov i alt,Ejendomsforbrydelser
1363505,1,13,1363,63505,Mandatsvig,Straffelov i alt,Ejendomsforbrydelser
1363705,1,13,1363,63705,Mandatsvig checks,Straffelov i alt,Ejendomsforbrydelser
1363805,1,13,1363,63805,Mandatsvig dankort,Straffelov i alt,Ejendomsforbrydelser
1363905,1,13,1363,63905,"Mandatsvig, anvendelse af EDB-materiale",Straffelov i alt,Ejendomsforbrydelser
1366505,1,13,1366,66505,Afpresning,Straffelov i alt,Ejendomsforbrydelser
1366705,1,13,1366,66705,Åger,Straffelov i alt,Ejendomsforbrydelser
1372505,1,13,1372,72505,Skyldnersvig,Straffelov i alt,Ejendomsforbrydelser
1376505,1,13,1376,76505,Hæleri,Straffelov i alt,Ejendomsforbrydelser
1376506,1,13,1376,76506,Hæleri,Straffelov i alt,Ejendomsforbrydelser
1376507,1,13,1376,76507,"Hæleri, groft/forretningsmæssig",Straffelov i alt,Ejendomsforbrydelser
1376508,1,13,1376,76508,Hæleri med hensyn til våben/ammunition,Straffelov i alt,Ejendomsforbrydelser
1376509,1,13,1376,76509,"Hæleri med hensyn til våben/ammunition, groft",Straffelov i alt,Ejendomsforbrydelser
1376510,1,13,1376,76510,Hæleri med hensyn til våben/ammunition,Straffelov i alt,Ejendomsforbrydelser
1376511,1,13,1376,76511,Hvidvask,Straffelov i alt,Ejendomsforbrydelser
1376512,1,13,1376,76512,"Hvidvask, groft/forretningsmæssig",Straffelov i alt,Ejendomsforbrydelser
1380305,1,13,1380,80305,Røveri mod pengeinstitut,Straffelov i alt,Ejendomsforbrydelser
1380310,1,13,1380,80310,Særligt farligt røveri mod pengeinstitut,Straffelov i alt,Ejendomsforbrydelser
1380505,1,13,1380,80505,Røveri mod offentlig kontor,Straffelov i alt,Ejendomsforbrydelser
1380510,1,13,1380,80510,Særligt farligt røveri mod offentligt kontor,Straffelov i alt,Ejendomsforbrydelser
1380705,1,13,1380,80705,Røveri mod forretning,Straffelov i alt,Ejendomsforbrydelser
1380710,1,13,1380,80710,Røveri mod tankstation,Straffelov i alt,Ejendomsforbrydelser
1380715,1,13,1380,80715,Særligt farligt røveri mod forretning,Straffelov i alt,Ejendomsforbrydelser
1380720,1,13,1380,80720,Særligt farligt røveri mod tankstation,Straffelov i alt,Ejendomsforbrydelser
1380902,1,13,1380,80902,Røveri mod værditransport,Straffelov i alt,Ejendomsforbrydelser
1380903,1,13,1380,80903,"Røveri, kassetterøveri",Straffelov i alt,Ejendomsforbrydelser
1380904,1,13,1380,80904,Røveri mod person i egen bolig,Straffelov i alt,Ejendomsforbrydelser
1380905,1,13,1380,80905,Røveri mod andre,Straffelov i alt,Ejendomsforbrydelser
1380907,1,13,1380,80907,Særligt farligt røveri mod værditransport,Straffelov i alt,Ejendomsforbrydelser
1380908,1,13,1380,80908,"Særligt farligt røveri, kassetterøveri",Straffelov i alt,Ejendomsforbrydelser
1380910,1,13,1380,80910,Særligt farligt røveri mod andre,Straffelov i alt,Ejendomsforbrydelser
1380911,1,13,1380,80911,Særligt farligt røveri mod person i egen bolig,Straffelov i alt,Ejendomsforbrydelser
1384505,1,13,1384,84505,Grov skattesvig,Straffelov i alt,Ejendomsforbrydelser
1384510,1,13,1384,84510,Grov momssvig,Straffelov i alt,Ejendomsforbrydelser
1384515,1,13,1384,84515,Svig med EU-midler,Straffelov i alt,Ejendomsforbrydelser
1384705,1,13,1384,84705,Groft smugleri,Straffelov i alt,Ejendomsforbrydelser
1390505,1,13,1390,90505,Hærværk,Straffelov i alt,Ejendomsforbrydelser
1390506,1,13,1390,90506,"Hærværk, skærpende omstændigheder",Straffelov i alt,Ejendomsforbrydelser
1390510,1,13,1390,90510,Groft hærværk,Straffelov i alt,Ejendomsforbrydelser
1390511,1,13,1390,90511,"Hærværk, groft (skærpende omstændighed)",Straffelov i alt,Ejendomsforbrydelser
1390515,1,13,1390,90515,Groft uagtsomt hærværk,Straffelov i alt,Ejendomsforbrydelser
1390520,1,13,1390,90520,"Hærværk, graffiti",Straffelov i alt,Ejendomsforbrydelser
1390521,1,13,1390,90521,"Hærværk, graffiti (skærpende omstændighed)",Straffelov i alt,Ejendomsforbrydelser
1390525,1,13,1390,90525,"Hærværk, groft, graffiti",Straffelov i alt,Ejendomsforbrydelser
1390526,1,13,1390,90526,"Hærværk, groft, graffiti (skærpende omstændighed)",Straffelov i alt,Ejendomsforbrydelser
1390705,1,13,1390,90705,Hærværk med hensyn til EDB-materiale,Straffelov i alt,Ejendomsforbrydelser
1394505,1,13,1394,94505,Uagtsomt hæleri,Straffelov i alt,Ejendomsforbrydelser
1398505,1,13,1398,98505,Ødelæggelse af egne ting,Straffelov i alt,Ejendomsforbrydelser
1398510,1,13,1398,98510,Hindringer af andres ret,Straffelov i alt,Ejendomsforbrydelser
1398515,1,13,1398,98515,Ulovlig selvtægt,Straffelov i alt,Ejendomsforbrydelser
1398520,1,13,1398,98520,Ulovlig inddæmning,Straffelov i alt,Ejendomsforbrydelser
1398525,1,13,1398,98525,"Svig, der ikke er bedrageri",Straffelov i alt,Ejendomsforbrydelser
1398526,1,13,1398,98526,"Svig, der ikke er bedrageri (skærpende omstændigheder)",Straffelov i alt,Ejendomsforbrydelser
1398527,1,13,1398,98527,Uagtsomt svig (ikke bedrageri),Straffelov i alt,Ejendomsforbrydelser
1398528,1,13,1398,98528,"Insiderhandel/kursmanipulation, skærpende omstændigheder",Straffelov i alt,Ejendomsforbrydelser
1398530,1,13,1398,98530,Uagtsomt svig (ikke bedrageri),Straffelov i alt,Ejendomsforbrydelser
1398535,1,13,1398,98535,Urigtige oplysninger om et firmas økonomi,Straffelov i alt,Ejendomsforbrydelser
1398540,1,13,1398,98540,Svigagtig opnåelse af kredit,Straffelov i alt,Ejendomsforbrydelser
1398545,1,13,1398,98545,Ulovligt forbrug af forudbetalt vederlag,Straffelov i alt,Ejendomsforbrydelser
1398550,1,13,1398,98550,Bortfjernelse uden at betale,Straffelov i alt,Ejendomsforbrydelser
1398555,1,13,1398,98555,Tilsnigelse af adgang uden at betale,Straffelov i alt,Ejendomsforbrydelser
1398560,1,13,1398,98560,Returkommission,Straffelov i alt,Ejendomsforbrydelser
1398563,1,13,1398,98563,"Markedsføringsloven, skærpende omstændigheder",Straffelov i alt,Ejendomsforbrydelser
1398564,1,13,1398,98564,"Forretningshemmeligheder, overtrædelse, skærpende omstændigheder",Straffelov i alt,Ejendomsforbrydelser
1398565,1,13,1398,98565,Ulovlig forværrelse af formuestilling,Straffelov i alt,Ejendomsforbrydelser
1398566,1,13,1398,98566,"Piratkopiering, særligt skærpende omstændigheder",Straffelov i alt,Ejendomsforbrydelser
1398567,1,13,1398,98567,"Ophavskrænkelse, skærpende omstændigheder",Straffelov i alt,Ejendomsforbrydelser
1398570,1,13,1398,98570,Udnyttelse af andres vildfarelse,Straffelov i alt,Ejendomsforbrydelser
1398575,1,13,1398,98575,Udnyttelse af andres økonomiske vanskeligheder,Straffelov i alt,Ejendomsforbrydelser
1398580,1,13,1398,98580,Efterfølgende åger,Straffelov i alt,Ejendomsforbrydelser
1398583,1,13,1398,98583,"Betalingsmiddel/-kort, uberettiget anvendelse, videregivelse",Straffelov i alt,Ejendomsforbrydelser
1398585,1,13,1398,98585,Uorden i forretningsbøger,Straffelov i alt,Ejendomsforbrydelser
1398587,1,13,1398,98587,"Kode til informationssystem, uberettiget anskaffelse/videregivelse",Straffelov i alt,Ejendomsforbrydelser
1398590,1,13,1398,98590,Ulovlig stemmeafgivning vedrørende økonomi,Straffelov i alt,Ejendomsforbrydelser
1398591,1,13,1398,98591,Bestikkelse af voldgiftsdommer,Straffelov i alt,Ejendomsforbrydelser
1398595,1,13,1398,98595,"Kartelaftale, særligt skærpende omstændigheder",Straffelov i alt,Ejendomsforbrydelser
1410303,1,14,1410,10303,Højforræderi,Straffelov i alt,Andre forbrydelser
1410306,1,14,1410,10306,Krigsanstiftelse,Straffelov i alt,Andre forbrydelser
1410309,1,14,1410,10309,Farevoldende offentlige udtalelser,Straffelov i alt,Andre forbrydelser
1410312,1,14,1410,10312,Femte kolonnevirksomhed,Straffelov i alt,Andre forbrydelser
1410313,1,14,1410,10313,Deltagelse i væbnet konflikt,Straffelov i alt,Andre forbrydelser
1410314,1,14,1410,10314,Hvervning til væbnet konflikt,Straffelov i alt,Andre forbrydelser
1410315,1,14,1410,10315,Bistand til fjenden under krig,Straffelov i alt,Andre forbrydelser
1410318,1,14,1410,10318,Misligholdelse af kontrakt under krig,Straffelov i alt,Andre forbrydelser
1410321,1,14,1410,10321,Erhvervsmæssigt samarbejde med fjenden,Straffelov i alt,Andre forbrydelser
1410324,1,14,1410,10324,Utilbørligt forhold til besættelsesmagt,Straffelov i alt,Andre forbrydelser
1410327,1,14,1410,10327,Diplomatisk landsforræderi,Straffelov i alt,Andre forbrydelser
1410330,1,14,1410,10330,Spionage,Straffelov i alt,Andre forbrydelser
1410333,1,14,1410,10333,Hjælp til fremmed efterretningstjeneste,Straffelov i alt,Andre forbrydelser
1410336,1,14,1410,10336,Videregivelse af hemmelige forhandlinger,Straffelov i alt,Andre forbrydelser
1410339,1,14,1410,10339,Forfalskning af dokumentation af betydning for staten,Straffelov i alt,Andre forbrydelser
1410342,1,14,1410,10342,Offentlig beskrivelse af militære anlæg,Straffelov i alt,Andre forbrydelser
1410345,1,14,1410,10345,Neutralitetskrænkelser mod staten,Straffelov i alt,Andre forbrydelser
1410348,1,14,1410,10348,Overtrædelse af forbud til værn for staten,Straffelov i alt,Andre forbrydelser
1410351,1,14,1410,10351,Forbrydelse mod fremmed statsoverhoved,Straffelov i alt,Andre forbrydelser
1410354,1,14,1410,10354,Offentlig forhånelse af fremmed nation,Straffelov i alt,Andre forbrydelser
1410357,1,14,1410,10357,Oprør,Straffelov i alt,Andre forbrydelser
1410360,1,14,1410,10360,Forbrydelse mod den danske regent,Straffelov i alt,Andre forbrydelser
1410363,1,14,1410,10363,Tvang overfor folketinget,Straffelov i alt,Andre forbrydelser
1410364,1,14,1410,10364,Terrorisme/modtage økonomisk støtte,Straffelov i alt,Andre forbrydelser
1410365,1,14,1410,10365,Ulovlig indrejse/ophold i konfliktområde,Straffelov i alt,Andre forbrydelser
1410366,1,14,1410,10366,Ulovlig korpsvirksomhed,Straffelov i alt,Andre forbrydelser
1410367,1,14,1410,10367,Terrorisme,Straffelov i alt,Andre forbrydelser
1410368,1,14,1410,10368,"Terrorisme, økonomisk støtte til",Straffelov i alt,Andre forbrydelser
1410369,1,14,1410,10369,Forbrydelse mod kongehuset i øvrigt,Straffelov i alt,Andre forbrydelser
1410370,1,14,1410,10370,"Terrorisme, tilskyndelse til",Straffelov i alt,Andre forbrydelser
1410371,1,14,1410,10371,"Samfundsorden, forstyrrelse af/økonomisk støtte",Straffelov i alt,Andre forbrydelser
1410372,1,14,1410,10372,Forhindring af folketingsvalg mv.,Straffelov i alt,Andre forbrydelser
1410373,1,14,1410,10373,"Ulovlig militær, medlem af",Straffelov i alt,Andre forbrydelser
1410374,1,14,1410,10374,"Masseødelæggelsesvåben, spredning af",Straffelov i alt,Andre forbrydelser
1410375,1,14,1410,10375,Uberettiget deltagelse i folketingsvalg,Straffelov i alt,Andre forbrydelser
1410378,1,14,1410,10378,Tvang mod offentlig myndighed mv.,Straffelov i alt,Andre forbrydelser
1410379,1,14,1410,10379,"Terrorisme, Europakonventionen",Straffelov i alt,Andre forbrydelser
1410380,1,14,1410,10380,"Terrorisme, økonomisk støtte til",Straffelov i alt,Andre forbrydelser
1410381,1,14,1410,10381,"Terrorisme, hvervning",Straffelov i alt,Andre forbrydelser
1410382,1,14,1410,10382,"Terrorisme, oplæring",Straffelov i alt,Andre forbrydelser
1410383,1,14,1410,10383,"Terrorisme, tilskyndelse til",Straffelov i alt,Andre forbrydelser
1410384,1,14,1410,10384,"Samfundsorden, forstyrrelse af/økonomisk støtte",Straffelov i alt,Andre forbrydelser
1410385,1,14,1410,10385,"Ulovlig militær, medlem af",Straffelov i alt,Andre forbrydelser
1410386,1,14,1410,10386,"Masseødelæggelsesvåben, spredning af",Straffelov i alt,Andre forbrydelser
1410505,1,14,1410,10505,Misbrug af faresignal mv.,Straffelov i alt,Andre forbrydelser
1410703,1,14,1410,10703,Fornærmelig tiltale af offentlig myndighed,Straffelov i alt,Andre forbrydelser
1410706,1,14,1410,10706,Bestikkelse af offentlig myndighed,Straffelov i alt,Andre forbrydelser
1410707,1,14,1410,10707,Fornærmelig tiltale mod polititjenestemand,Straffelov i alt,Andre forbrydelser
1410708,1,14,1410,10708,Overtrædelse af opholdsforbud jf. straffelov § 79 a,Straffelov i alt,Andre forbrydelser
1410709,1,14,1410,10709,Hjælp til undvigelse,Straffelov i alt,Andre forbrydelser
1410710,1,14,1410,10710,"Opholdsforbud jf. straffeloven § 79 b, overtrædelse",Straffelov i alt,Andre forbrydelser
1410711,1,14,1410,10711,"Kontaktforbud jf. straffeloven § 79 b, overtrædelse",Straffelov i alt,Andre forbrydelser
1410712,1,14,1410,10712,"Fanger mv., ulovlig forbindelse med",Straffelov i alt,Andre forbrydelser
1410713,1,14,1410,10713,"Fange, flygtet",Straffelov i alt,Andre forbrydelser
1410714,1,14,1410,10714,Hjælp til undvigelse,Straffelov i alt,Andre forbrydelser
1410715,1,14,1410,10715,Hindring af strafforfølgning/-fuldbyrdelse,Straffelov i alt,Andre forbrydelser
1410716,1,14,1410,10716,"Menneskesmugling, skærpende omstændighed",Straffelov i alt,Andre forbrydelser
1410717,1,14,1410,10717,Ulovlig forbindelse med fanger mv.,Straffelov i alt,Andre forbrydelser
1410718,1,14,1410,10718,Ødelæggelse af offentlig segl/mærke,Straffelov i alt,Andre forbrydelser
1410719,1,14,1410,10719,"Frihedsberøvet, uretmæssig besiddelse af mobiltelefon o.l.",Straffelov i alt,Andre forbrydelser
1410720,1,14,1410,10720,"Besøgende, uretmæssig medtager mobiltelefon mv.",Straffelov i alt,Andre forbrydelser
1410721,1,14,1410,10721,Ødelæggelse af offentlig bekendtgørelse,Straffelov i alt,Andre forbrydelser
1410722,1,14,1410,10722,"Forvaring, uretmæssig besiddelse af mobiltelefon o.l.",Straffelov i alt,Andre forbrydelser
1410724,1,14,1410,10724,Unddragelse fra værnepligt,Straffelov i alt,Andre forbrydelser
1410727,1,14,1410,10727,Ulovlig hvervning,Straffelov i alt,Andre forbrydelser
1410730,1,14,1410,10730,Offentliggøre fortrolige forhandlinger mv.,Straffelov i alt,Andre forbrydelser
1410733,1,14,1410,10733,Offentliggørelse af usandt mødereferat,Straffelov i alt,Andre forbrydelser
1410736,1,14,1410,10736,Uberettiget udøvelse af offentlig myndighed,Straffelov i alt,Andre forbrydelser
1410739,1,14,1410,10739,Foregivelse af offentlig myndighed,Straffelov i alt,Andre forbrydelser
1410742,1,14,1410,10742,Udøver virksomhed uden offentlig bevilling,Straffelov i alt,Andre forbrydelser
1410743,1,14,1410,10743,Medvirken til udøvelse af virksomhed trods frakendelse,Straffelov i alt,Andre forbrydelser
1410745,1,14,1410,10745,Uberettiget brug af uniform mv.,Straffelov i alt,Andre forbrydelser
1410746,1,14,1410,10746,Meddelt påbud (forbudt forening),Straffelov i alt,Andre forbrydelser
1410747,1,14,1410,10747,Besidde/anvende forbudt forenings kendetegn,Straffelov i alt,Andre forbrydelser
1410748,1,14,1410,10748,Deltagelse i forbudt forening,Straffelov i alt,Andre forbrydelser
1410749,1,14,1410,10749,"Opholdsforbud, overtrædelse af (forbudt forening)",Straffelov i alt,Andre forbrydelser
1410750,1,14,1410,10750,Ej efterk. påbud - deltage i forsamling (forbudt forening),Straffelov i alt,Andre forbrydelser
1410751,1,14,1410,10751,Ikke efterkomme påbud om at skilles,Straffelov i alt,Andre forbrydelser
1410752,1,14,1410,10752,"Opholdsforbud, begæring om (forbudt forening)",Straffelov i alt,Andre forbrydelser
1410753,1,14,1410,10753,"Opholdsforbud,meddelt (anvendes ikke til journalisering) (forbudt forening)",Straffelov i alt,Andre forbrydelser
1410754,1,14,1410,10754,Offentlig tilskyndelse til forbrydelse,Straffelov i alt,Andre forbrydelser
1410755,1,14,1410,10755,Billigelse af forbrydelse ved religiøs oplæring,Straffelov i alt,Andre forbrydelser
1410757,1,14,1410,10757,Hindring af offentlig forsamling,Straffelov i alt,Andre forbrydelser
1410760,1,14,1410,10760,Forstyrrelse af folketingets møder o.l.,Straffelov i alt,Andre forbrydelser
1410763,1,14,1410,10763,Farlig beruselse,Straffelov i alt,Andre forbrydelser
1410766,1,14,1410,10766,Krænkelse af gravfreden,Straffelov i alt,Andre forbrydelser
