Kode,code1,code2,code4,code5,Tekst5,Tekst1,Tekst2
1410769,1,14,1410,10769,Usømmelig behandling af kirken,Straffelov i alt,Andre forbrydelser
1410772,1,14,1410,10772,Offentlig forhånelse af trossamfund,Straffelov i alt,Andre forbrydelser
1410775,1,14,1410,10775,Undlade at forhindre forbrydelse,Straffelov i alt,Andre forbrydelser
1410778,1,14,1410,10778,Undladelse af bistand til offentlig myndighed,Straffelov i alt,Andre forbrydelser
1410781,1,14,1410,10781,Tilbageholde oplysninger om en persons uskyld,Straffelov i alt,Andre forbrydelser
1415505,1,14,1415,15505,Offentlig myndigheds modtagelse af bestikkelse,Straffelov i alt,Andre forbrydelser
1415510,1,14,1415,15510,Ulovlig opkrævning af skat mv.,Straffelov i alt,Andre forbrydelser
1415515,1,14,1415,15515,Misbrug af domsmyndighed,Straffelov i alt,Andre forbrydelser
1415520,1,14,1415,15520,Ulovlig håndhævelse af strafmyndighed,Straffelov i alt,Andre forbrydelser
1415525,1,14,1415,15525,Ulovlig behandling af retssager,Straffelov i alt,Andre forbrydelser
1415530,1,14,1415,15530,Hindring af dommes fuldbyrdelse,Straffelov i alt,Andre forbrydelser
1415535,1,14,1415,15535,Misbrug af offentligt hverv,Straffelov i alt,Andre forbrydelser
1415540,1,14,1415,15540,Tilskyndelse til underordnedes forbrydelse,Straffelov i alt,Andre forbrydelser
1415545,1,14,1415,15545,Krænkelse af tavshedspligt,Straffelov i alt,Andre forbrydelser
1415547,1,14,1415,15547,Meddelelseshæleri,Straffelov i alt,Andre forbrydelser
1415550,1,14,1415,15550,Tilintetgørelse af post mv.,Straffelov i alt,Andre forbrydelser
1415555,1,14,1415,15555,Offentlige myndigheders forbrydelse,Straffelov i alt,Andre forbrydelser
1415560,1,14,1415,15560,Anden misbrug af offentlig stilling/hverv,Straffelov i alt,Andre forbrydelser
1415565,1,14,1415,15565,Pligtforsømmelse i offentligt hverv,Straffelov i alt,Andre forbrydelser
1415570,1,14,1415,15570,Skødesløshed i offentligt hverv,Straffelov i alt,Andre forbrydelser
1420505,1,14,1420,20505,Falsk forklaring for retten,Straffelov i alt,Andre forbrydelser
1420510,1,14,1420,20510,Vidne forklaring/fritagelsesgrund,Straffelov i alt,Andre forbrydelser
1420515,1,14,1420,20515,Grov uagtsom afgivelse af forklaring,Straffelov i alt,Andre forbrydelser
1425505,1,14,1425,25505,Falsk erklæring på tro og love,Straffelov i alt,Andre forbrydelser
1425510,1,14,1425,25510,Urigtig forklaring/pligtforhold,Straffelov i alt,Andre forbrydelser
1425515,1,14,1425,25515,Anden urigtig skriftlig erklæring,Straffelov i alt,Andre forbrydelser
1425520,1,14,1425,25520,Falsk anklage/bevisforvanskelse,Straffelov i alt,Andre forbrydelser
1425523,1,14,1425,25523,Tilbageholdt oplysninger om en persons uskyld,Straffelov i alt,Andre forbrydelser
1425525,1,14,1425,25525,Falsk anmeldelse/klagemål,Straffelov i alt,Andre forbrydelser
1430305,1,14,1430,30305,Pengefalsk,Straffelov i alt,Andre forbrydelser
1430310,1,14,1430,30310,Udgivelse af falske penge,Straffelov i alt,Andre forbrydelser
1430315,1,14,1430,30315,Udgivelse af formodede falske penge,Straffelov i alt,Andre forbrydelser
1430505,1,14,1430,30505,Dokumentsvig,Straffelov i alt,Andre forbrydelser
1430705,1,14,1430,30705,Udgivelse af pengelignende genstande,Straffelov i alt,Andre forbrydelser
1430707,1,14,1430,30707,"Pengefalsk, elektronisk",Straffelov i alt,Andre forbrydelser
1430710,1,14,1430,30710,Ulovlig udfærdigelse af betalingsmiddel,Straffelov i alt,Andre forbrydelser
1430715,1,14,1430,30715,Personelt falsk/misbrug af ægte dokument,Straffelov i alt,Andre forbrydelser
1430720,1,14,1430,30720,Intellektuelt falsk,Straffelov i alt,Andre forbrydelser
1430725,1,14,1430,30725,Falsk stempel/mærke mv.,Straffelov i alt,Andre forbrydelser
1430730,1,14,1430,30730,Falsk stempelmærke/frimærke mv.,Straffelov i alt,Andre forbrydelser
1430735,1,14,1430,30735,Dokumentundertrykkelse,Straffelov i alt,Andre forbrydelser
1430740,1,14,1430,30740,Falske skelsten mv.,Straffelov i alt,Andre forbrydelser
1435505,1,14,1435,35505,Salg af narkotika,Straffelov i alt,Andre forbrydelser
1435506,1,14,1435,35506,"Dopingmidler, salg af (skærpende omstændigheder)",Straffelov i alt,Andre forbrydelser
1435705,1,14,1435,35705,Narkotikahæleri,Straffelov i alt,Andre forbrydelser
1435706,1,14,1435,35706,Hæleri med hensyn til narkotika,Straffelov i alt,Andre forbrydelser
1435707,1,14,1435,35707,Hæleri med hensyn til narkotika - groft,Straffelov i alt,Andre forbrydelser
1440505,1,14,1440,40505,Smugling mv. af narkotika,Straffelov i alt,Andre forbrydelser
1440506,1,14,1440,40506,"Dopingmidler, smugling mv. (skærpende omstændigheder)",Straffelov i alt,Andre forbrydelser
1445705,1,14,1445,45705,"Sprængning mv., transportulykke",Straffelov i alt,Andre forbrydelser
1445710,1,14,1445,45710,"Livsfarlig sprængning mv., transportulykke",Straffelov i alt,Andre forbrydelser
1445715,1,14,1445,45715,"Uagtsom sprængning mv., transportulykke",Straffelov i alt,Andre forbrydelser
1445720,1,14,1445,45720,Kapring af fly/skib mv.,Straffelov i alt,Andre forbrydelser
1445725,1,14,1445,45725,Forstyrrelse af transportmidler,Straffelov i alt,Andre forbrydelser
1445730,1,14,1445,45730,Undladt at afværge ildebrand o.l.,Straffelov i alt,Andre forbrydelser
1445735,1,14,1445,45735,Forgiftning af drikkevand,Straffelov i alt,Andre forbrydelser
1445740,1,14,1445,45740,Fortielse/udbredelse af sundhedsfarlige ting,Straffelov i alt,Andre forbrydelser
1445745,1,14,1445,45745,Udbredelse af sundhedsfarlige genstande,Straffelov i alt,Andre forbrydelser
1445750,1,14,1445,45750,Ulovlig udbredelse af lægemidler,Straffelov i alt,Andre forbrydelser
1445755,1,14,1445,45755,Udsat dyrs sundhed for fare,Straffelov i alt,Andre forbrydelser
1445756,1,14,1445,45756,"Handel med vilde dyr og planter, skærpende omstændigheder",Straffelov i alt,Andre forbrydelser
1445760,1,14,1445,45760,Forvoldt fare for epidemi,Straffelov i alt,Andre forbrydelser
1445765,1,14,1445,45765,Forstyrrelse af samfærdselsmidlerne,Straffelov i alt,Andre forbrydelser
1445770,1,14,1445,45770,Ødelæggelse af mindesmærker o.l.,Straffelov i alt,Andre forbrydelser
1445775,1,14,1445,45775,Salg af forfalskede levnedsmidler,Straffelov i alt,Andre forbrydelser
1445777,1,14,1445,45777,"Skydevåben, særlig skærpende omstændigheder",Straffelov i alt,Andre forbrydelser
1445778,1,14,1445,45778,"Andre særdeles farlige våben eller eksplosive stoffer, særlig skærpende omstændigheder",Straffelov i alt,Andre forbrydelser
1445779,1,14,1445,45779,"Andre våben eller eksplosivstoffer, særlig skærpende omstændigheder",Straffelov i alt,Andre forbrydelser
1445780,1,14,1445,45780,"Våben og sprængstof, særdeles farlige",Straffelov i alt,Andre forbrydelser
1445781,1,14,1445,45781,"Våben og sprængstof, under særlig skærpende omstændighed",Straffelov i alt,Andre forbrydelser
1445782,1,14,1445,45782,"Våben og sprængstof, særlig farlig",Straffelov i alt,Andre forbrydelser
1445783,1,14,1445,45783,"Radioaktive stoffer, besiddelse/anvendelse af",Straffelov i alt,Andre forbrydelser
1445785,1,14,1445,45785,"Miljø, forurening med betydelig skade",Straffelov i alt,Andre forbrydelser
1445790,1,14,1445,45790,"Skydevåben, særligt skærpende, offentligt sted",Straffelov i alt,Andre forbrydelser
1445795,1,14,1445,45795,"Skydevåben, særligt skærpende, ikke offentligt sted",Straffelov i alt,Andre forbrydelser
1450505,1,14,1450,50505,"Betleri, overtrædelse",Straffelov i alt,Andre forbrydelser
1450510,1,14,1450,50510,Løsgængeri,Straffelov i alt,Andre forbrydelser
1450515,1,14,1450,50515,Ulovligt erhverv,Straffelov i alt,Andre forbrydelser
1450520,1,14,1450,50520,"Erhvervsmæssig udnyttelse, spekulation",Straffelov i alt,Andre forbrydelser
1450525,1,14,1450,50525,Hasard/væddemål,Straffelov i alt,Andre forbrydelser
1450530,1,14,1450,50530,Hasard på offentligt sted,Straffelov i alt,Andre forbrydelser
1450535,1,14,1450,50535,Svigagtig forledelse til udvandring,Straffelov i alt,Andre forbrydelser
1450540,1,14,1450,50540,"Betleri, meddelt advarsel (påbud)",Straffelov i alt,Andre forbrydelser
1455505,1,14,1455,55505,"Bigami, den gifte person",Straffelov i alt,Andre forbrydelser
1455510,1,14,1455,55510,Groft uagtsom bigami,Straffelov i alt,Andre forbrydelser
1455515,1,14,1455,55515,"Bigami, den ugifte person",Straffelov i alt,Andre forbrydelser
1455520,1,14,1455,55520,Vanrøgt,Straffelov i alt,Andre forbrydelser
1455525,1,14,1455,55525,Falsk fødselsanmeldelse,Straffelov i alt,Andre forbrydelser
1455530,1,14,1455,55530,Unddragelse af forældremyndighed,Straffelov i alt,Andre forbrydelser
1455535,1,14,1455,55535,"Bortsendelse af barn til udlandet, fare for sundhed/udvikling",Straffelov i alt,Andre forbrydelser
1460305,1,14,1460,60305,Uagtsomt manddrab i forbindelse med færdselsuheld,Straffelov i alt,Andre forbrydelser
1460505,1,14,1460,60505,Uagtsom legemsbeskadigelse i forbindelse med færdselsuheld,Straffelov i alt,Andre forbrydelser
1460510,1,14,1460,60510,Uagtsom grov legemsbeskadigelse i forbindelse med færdselsuheld,Straffelov i alt,Andre forbrydelser
1460705,1,14,1460,60705,Uagtsom betydelig legemsbeskadigelse i forbindelse med færdselsuheld,Straffelov i alt,Andre forbrydelser
1475305,1,14,1475,75305,Begæring om advarsel,Straffelov i alt,Andre forbrydelser
1475505,1,14,1475,75505,Meddelt advarsel,Straffelov i alt,Andre forbrydelser
1475705,1,14,1475,75705,Overtrædelse af advarsel,Straffelov i alt,Andre forbrydelser
1485305,1,14,1485,85305,Brud på brevhemmeligheden,Straffelov i alt,Andre forbrydelser
1485310,1,14,1485,85310,Uberettiget adgang til andres gemmer,Straffelov i alt,Andre forbrydelser
1485315,1,14,1485,85315,Ulovlig aflytning,Straffelov i alt,Andre forbrydelser
1485320,1,14,1485,85320,Husfredskrænkelse,Straffelov i alt,Andre forbrydelser
1485325,1,14,1485,85325,Industrispionage,Straffelov i alt,Andre forbrydelser
1485330,1,14,1485,85330,Uberettiget fotografering af personer,Straffelov i alt,Andre forbrydelser
1485335,1,14,1485,85335,Brud på privatlivets hemmeligheder,Straffelov i alt,Andre forbrydelser
1485340,1,14,1485,85340,Udnyttelse af oplysninger om privatliv,Straffelov i alt,Andre forbrydelser
1485345,1,14,1485,85345,Uberettiget videregivelse af meddelelser eller billeder,Straffelov i alt,Andre forbrydelser
1485350,1,14,1485,85350,"Brevhemmeligheden, brud på",Straffelov i alt,Andre forbrydelser
1485355,1,14,1485,85355,Ulovlig aflytning,Straffelov i alt,Andre forbrydelser
1485405,1,14,1485,85405,Uberettiget adgang til EDB-oplysninger,Straffelov i alt,Andre forbrydelser
1485410,1,14,1485,85410,Ulovlig adgang til erhvervshemmeligheder,Straffelov i alt,Andre forbrydelser
1485415,1,14,1485,85415,"Kode til informationssystem, ulovlig anvendelse af",Straffelov i alt,Andre forbrydelser
1485420,1,14,1485,85420,Ulovlig adgang til erhvervshemmeligheder,Straffelov i alt,Andre forbrydelser
1485425,1,14,1485,85425,"Adgangsmiddel datasystem, uberettiget salg/udbredelse",Straffelov i alt,Andre forbrydelser
1485430,1,14,1485,85430,"Adgangsmiddel datasystem, uberettiget videregivelse større antal",Straffelov i alt,Andre forbrydelser
1485435,1,14,1485,85435,"Adgangsmiddel datasystem, uberettiget anskaffelse/videregivelse, samfundsvigtigt",Straffelov i alt,Andre forbrydelser
1485440,1,14,1485,85440,"Adgangsmiddel datasystem, uberettiget anskaffelse/videregivelse, personoplysninger",Straffelov i alt,Andre forbrydelser
1485445,1,14,1485,85445,"Adgangsmiddel datasystem, uberettiget anskaffelse/videregivelse, betalende brugere",Straffelov i alt,Andre forbrydelser
1485450,1,14,1485,85450,"Datasystem, uberettiget adgang til",Straffelov i alt,Andre forbrydelser
1485505,1,14,1485,85505,Racediskrimination,Straffelov i alt,Andre forbrydelser
1485510,1,14,1485,85510,Forfølgelse ved gentagne beskyldninger,Straffelov i alt,Andre forbrydelser
1485515,1,14,1485,85515,Uberettiget registrering af færden,Straffelov i alt,Andre forbrydelser
1485705,1,14,1485,85705,Ærekrænkelser (udgået 2019),Straffelov i alt,Andre forbrydelser
1485710,1,14,1485,85710,Bagvaskelse,Straffelov i alt,Andre forbrydelser
1485715,1,14,1485,85715,Fornærmelser,Straffelov i alt,Andre forbrydelser
1485720,1,14,1485,85720,Æresfornærmelse overfor døde,Straffelov i alt,Andre forbrydelser
1485725,1,14,1485,85725,Ærekrænkelser (ny 2019),Straffelov i alt,Andre forbrydelser
1485730,1,14,1485,85730,Ærekrænkelser overfor døde,Straffelov i alt,Andre forbrydelser
1485735,1,14,1485,85735,Beskyldning - usand,Straffelov i alt,Andre forbrydelser
1485740,1,14,1485,85740,Beskyldninger via massemedier,Straffelov i alt,Andre forbrydelser
2110005,2,21,2110,10005,Færdselsuheld (FUH),Færdselslov i alt,Færdseæsuheld specificeret
2110010,2,21,2110,10010,FUH. Ringe materiel skade med personskade,Færdselslov i alt,Færdseæsuheld specificeret
2110015,2,21,2110,10015,FUH. Ringe materiel skade uden personskade,Færdselslov i alt,Færdseæsuheld specificeret
2110020,2,21,2110,10020,FUH. Betydelig materiel skade med personskade,Færdselslov i alt,Færdseæsuheld specificeret
2110025,2,21,2110,10025,FUH. Betydelig materiel skade uden personskade,Færdselslov i alt,Færdseæsuheld specificeret
2110030,2,21,2110,10030,FUH. Ingen materiel skade med personskade,Færdselslov i alt,Færdseæsuheld specificeret
2210004,2,22,2210,10004,FUH. Motorfører med høj promille med personskade,Færdselslov i alt,Færdselslov spiritus
2210005,2,22,2210,10005,"FUH. Motordrevet køretøj, euforiserende stoffer med personskade",Færdselslov i alt,Færdselslov spiritus
2210006,2,22,2210,10006,"FUH. Motordrevet køretøj, euforiserende stoffer uden personskade",Færdselslov i alt,Færdselslov spiritus
2210008,2,22,2210,10008,"FUH. Spirituskørsel, ej betryggende med personskade",Færdselslov i alt,Færdselslov spiritus
2210009,2,22,2210,10009,FUH. Spirituskørsel med personskade,Færdselslov i alt,Færdselslov spiritus
2210012,2,22,2210,10012,"FUH. Motorfører, promillekørsel med personskade",Færdselslov i alt,Færdselslov spiritus
2210016,2,22,2210,10016,FUH. Motorfører medicin mv. med personskade,Færdselslov i alt,Færdselslov spiritus
2210017,2,22,2210,10017,FUH. Motorfører medicin mv. med personskade,Færdselslov i alt,Færdselslov spiritus
2210020,2,22,2210,10020,FUH. Knallertkører spirituspåvirket med personskade,Færdselslov i alt,Færdselslov spiritus
2210024,2,22,2210,10024,FUH. Knallertkører medicin mv. med personskade,Færdselslov i alt,Færdselslov spiritus
2210025,2,22,2210,10025,FUH. Knallertkører medicin mv. med personskade,Færdselslov i alt,Færdselslov spiritus
2210028,2,22,2210,10028,"FUH. Cyklist mv., spirituspåvirket med personskade",Færdselslov i alt,Færdselslov spiritus
2210029,2,22,2210,10029,"FUH. Cyklist mv., spirituspåvirket med personskade",Færdselslov i alt,Færdselslov spiritus
2210032,2,22,2210,10032,"FUH. Cyklist mv., medicin mv. med personskade",Færdselslov i alt,Færdselslov spiritus
2210033,2,22,2210,10033,FUH. Cyklist mv. medicin mv. med personskade,Færdselslov i alt,Færdselslov spiritus
2210036,2,22,2210,10036,FUH. Motorfører med høj promille uden personskade,Færdselslov i alt,Færdselslov spiritus
2210040,2,22,2210,10040,"FUH. Spirituskørsel, ej betryggende uden personskade",Færdselslov i alt,Færdselslov spiritus
2210041,2,22,2210,10041,FUH. Spirituskørsel uden personskade,Færdselslov i alt,Færdselslov spiritus
2210044,2,22,2210,10044,"FUH. Motorfører, promillekørsel uden personskade",Færdselslov i alt,Færdselslov spiritus
2210048,2,22,2210,10048,"FUH. Motorfører, medicin mv. uden personskade",Færdselslov i alt,Færdselslov spiritus
2210052,2,22,2210,10052,"FUH. Knallertkører, spirituspåvirket uden personskade",Færdselslov i alt,Færdselslov spiritus
2210056,2,22,2210,10056,"FUH. Knallertkører, medicin mv. uden personskade",Færdselslov i alt,Færdselslov spiritus
2210057,2,22,2210,10057,"FUH. Knallertkører, medicin mv. uden personskade",Færdselslov i alt,Færdselslov spiritus
2210060,2,22,2210,10060,"FUH. Cyklist mv., spirituspåvirket uden personskade",Færdselslov i alt,Færdselslov spiritus
2210061,2,22,2210,10061,"FUH. Cyklist mv., spirituspåvirket uden personskade",Færdselslov i alt,Færdselslov spiritus
2210064,2,22,2210,10064,"FUH. Cyklist, medicin mv. uden personskade",Færdselslov i alt,Færdselslov spiritus
2210065,2,22,2210,10065,"FUH. Cyklist, medicin mv. uden personskade",Færdselslov i alt,Færdselslov spiritus
2210068,2,22,2210,10068,FUH. Knallertkører med høj promille med personskade,Færdselslov i alt,Færdselslov spiritus
2210072,2,22,2210,10072,"FUH. Knallertkører, promillekørsel med personskade",Færdselslov i alt,Færdselslov spiritus
2210073,2,22,2210,10073,"FUH. Motorfører, medicin mv. uden personskade",Færdselslov i alt,Færdselslov spiritus
2210074,2,22,2210,10074,"FUH. Motorfører med promille under 0,81 med personskade",Færdselslov i alt,Færdselslov spiritus
2210076,2,22,2210,10076,FUH. Knallertkører med høj promille uden personskade,Færdselslov i alt,Færdselslov spiritus
2210078,2,22,2210,10078,"FUH. Knallertkører med promille under 0,81 med personskade",Færdselslov i alt,Færdselslov spiritus
2210080,2,22,2210,10080,"FUH. Knallertkører, promillekørsel uden personskade",Færdselslov i alt,Færdselslov spiritus
2210082,2,22,2210,10082,"FUH. Motorfører med promille under 0,81 uden personskade",Færdselslov i alt,Færdselslov spiritus
2210084,2,22,2210,10084,"FUH. Knallertkører med promille under 0,81 uden personskade",Færdselslov i alt,Færdselslov spiritus
2220003,2,22,2220,20003,FUH. Spiritus- og promillekørsel med personskade,Færdselslov i alt,Færdselslov spiritus
2220005,2,22,2220,20005,FUH. Spiritus- og promillekørsel uden personskade,Færdselslov i alt,Færdselslov spiritus
2220007,2,22,2220,20007,Spiritus- og promillekørsel,Færdselslov i alt,Færdselslov spiritus
2220010,2,22,2220,20010,"Spiritus, motorfører med høj promille",Færdselslov i alt,Færdselslov spiritus
2220013,2,22,2220,20013,Spirituskørsel,Færdselslov i alt,Færdselslov spiritus
2220015,2,22,2220,20015,"Spirituskørsel, ej betryggende",Færdselslov i alt,Færdselslov spiritus
2220020,2,22,2220,20020,"Spiritus, motorfører, promillekørsel",Færdselslov i alt,Færdselslov spiritus
2220021,2,22,2220,20021,"Fører af motordrevet køretøj, euforiserende stoffer uden recept",Færdselslov i alt,Færdselslov spiritus
2220022,2,22,2220,20022,"Spiritus, motorfører med promille under 0,81",Færdselslov i alt,Færdselslov spiritus
2220023,2,22,2220,20023,"Fører af motordrevet køretøj, euforiserende stoffer",Færdselslov i alt,Færdselslov spiritus
2220024,2,22,2220,20024,"Fører af motordrevet køretøj, euforiserende stoffer med recept",Færdselslov i alt,Færdselslov spiritus
2220025,2,22,2220,20025,"Motorfører, medicin mv.",Færdselslov i alt,Færdselslov spiritus
2220026,2,22,2220,20026,"Motorfører, medicin mv.",Færdselslov i alt,Færdselslov spiritus
2220030,2,22,2220,20030,"Spiritus, knallertkører med høj promille",Færdselslov i alt,Færdselslov spiritus
2220035,2,22,2220,20035,"Spiritus, knallertkører, spirituspåvirket",Færdselslov i alt,Færdselslov spiritus
2220040,2,22,2220,20040,"Spiritus, knallertkører, promillekørsel",Færdselslov i alt,Færdselslov spiritus
2220042,2,22,2220,20042,"Spiritus, knallertkører med promille under 0,81",Færdselslov i alt,Færdselslov spiritus
2220045,2,22,2220,20045,"Knallertkører, medicin mv.",Færdselslov i alt,Færdselslov spiritus
2220046,2,22,2220,20046,"Knallertkører, medicin mv.",Færdselslov i alt,Færdselslov spiritus
2220050,2,22,2220,20050,"Cyklist mv., spirituspåvirket",Færdselslov i alt,Færdselslov spiritus
2220053,2,22,2220,20053,"Cyklist mv., spirituspåvirket",Færdselslov i alt,Færdselslov spiritus
2220055,2,22,2220,20055,"Cyklist mv., medicin mv.",Færdselslov i alt,Færdselslov spiritus
2220056,2,22,2220,20056,"Cyklist mv., medicin mv.",Færdselslov i alt,Færdselslov spiritus
2220060,2,22,2220,20060,Uoplyst spiritus- og promillekørsel,Færdselslov i alt,Færdselslov spiritus
2220065,2,22,2220,20065,"Motordrevet køretøj, euforiserende stoffer uden recept",Færdselslov i alt,Færdselslov spiritus
2220066,2,22,2220,20066,"Motordrevet køretøj, euforiserende stoffer med recept",Færdselslov i alt,Færdselslov spiritus
2220067,2,22,2220,20067,"THC (klip), uden recept, motordrevet køretøj, bortset fra lille knallert",Færdselslov i alt,Færdselslov spiritus
2220068,2,22,2220,20068,"THC (klip), med recept, motordrevet køretøj, bortset fra lille knallert",Færdselslov i alt,Færdselslov spiritus
2410005,2,24,2410,10005,"Køretøj, mangler (Udstyrsbekendtgørelsen)",Færdselslov i alt,Mangler ved køretøj
2410006,2,24,2410,10006,"Lille knallert, ej lovlig, 40-42 km/t",Færdselslov i alt,Mangler ved køretøj
2410007,2,24,2410,10007,"Lille knallert, ej lovlig, 43 km/t eller derover",Færdselslov i alt,Mangler ved køretøj
2410008,2,24,2410,10008,"Stor knallert, ej lovlig, 60-63 km/t",Færdselslov i alt,Mangler ved køretøj
2410009,2,24,2410,10009,"Stor knallert, ej lovlig, 64 km/t eller derover",Færdselslov i alt,Mangler ved køretøj
2410010,2,24,2410,10010,"Knallert, ej lovlig, konstruktive ændringer/hastighedsforøgelse",Færdselslov i alt,Mangler ved køretøj
2410011,2,24,2410,10011,"Forureningsbegrænsende udstyr, manipulation af, ejeransvar for køretøjer",Færdselslov i alt,Mangler ved køretøj
2410012,2,24,2410,10012,"Forureningsbegrænsende udstyr, manipulation af, føreransvar for køretøjer",Færdselslov i alt,Mangler ved køretøj
2610001,2,26,2610,10001,Manglende agtpågivenhed,Færdselslov i alt,Færdselslov i øvrigt
2610002,2,26,2610,10002,"ATK hastighedsovertrædelse, færdselstavle",Færdselslov i alt,Færdselslov i øvrigt
2610003,2,26,2610,10003,"Anvisninger, ikke efterkommet",Færdselslov i alt,Færdselslov i øvrigt
2610004,2,26,2610,10004,"Lyssignal, kørsel frem mod rødt/gult lys (Første forekomst 1997)",Færdselslov i alt,Færdselslov i øvrigt
2610005,2,26,2610,10005,Udrykningskørsel,Færdselslov i alt,Færdselslov i øvrigt
2610006,2,26,2610,10006,"Hastighedsovertrædelse, færdselstavle",Færdselslov i alt,Færdselslov i øvrigt
2610007,2,26,2610,10007,FUH. ikke opfyldt sine forpligtelser,Færdselslov i alt,Færdselslov i øvrigt
2610008,2,26,2610,10008,"ATK hastighedsovertrædelse, færdselstavle",Færdselslov i alt,Færdselslov i øvrigt
2610009,2,26,2610,10009,Placering på vejen,Færdselslov i alt,Færdselslov i øvrigt
2610010,2,26,2610,10010,"ATK hastighedsovertrædelse, færdselstavle",Færdselslov i alt,Færdselslov i øvrigt
2610011,2,26,2610,10011,Svingning mv.,Færdselslov i alt,Færdselslov i øvrigt
2610012,2,26,2610,10012,"Forpligtelser ved færdselsuheld, undlader at standse",Færdselslov i alt,Færdselslov i øvrigt
2610013,2,26,2610,10013,"Vending, bakning, vognbaneskift mv.",Færdselslov i alt,Færdselslov i øvrigt
2610014,2,26,2610,10014,"Forpligtelser ved færdselsuheld § 9, stk. 2, nr. 1 (undlader at yde hjælp)",Færdselslov i alt,Færdselslov i øvrigt
2610015,2,26,2610,10015,"Busstoppested mv., kørsel ved",Færdselslov i alt,Færdselslov i øvrigt
2610016,2,26,2610,10016,"Forpligtelser ved færdselsuheld § 9, stk. 2, nr. 2-6",Færdselslov i alt,Færdselslov i øvrigt
2610017,2,26,2610,10017,"Andre køretøjer, kørsel ved møde af",Færdselslov i alt,Færdselslov i øvrigt
2610018,2,26,2610,10018,Befordring af barn i bagudvendt barnestol ved aktiv frontairbag,Færdselslov i alt,Færdselslov i øvrigt
2610019,2,26,2610,10019,"Overhaling, kørsel ved",Færdselslov i alt,Færdselslov i øvrigt
2610020,2,26,2610,10020,Ladet sig befordre ud over antallet af siddepladser,Færdselslov i alt,Færdselslov i øvrigt
2610021,2,26,2610,10021,"Overhaling, forbud mod",Færdselslov i alt,Færdselslov i øvrigt
2610022,2,26,2610,10022,"Lille knallert, kørsel uden at have erhvervet kørekort",Færdselslov i alt,Færdselslov i øvrigt
2610023,2,26,2610,10023,Vigepligtsforseelse,Færdselslov i alt,Færdselslov i øvrigt
2610024,2,26,2610,10024,"Kørekort til lille knallert, ikke medbragt eller forevist",Færdselslov i alt,Færdselslov i øvrigt
2610025,2,26,2610,10025,"Gående, forpligtelser overfor",Færdselslov i alt,Færdselslov i øvrigt
2610026,2,26,2610,10026,Knallertbevis/traktorKK ikke medbragt eller forevist til kørsel med lille knallert,Færdselslov i alt,Færdselslov i øvrigt
2610027,2,26,2610,10027,Standsning og parkering,Færdselslov i alt,Færdselslov i øvrigt
2610028,2,26,2610,10028,"Stor knallert, kørsel uden førerret",Færdselslov i alt,Færdselslov i øvrigt
2610029,2,26,2610,10029,Signal- og tegngivning,Færdselslov i alt,Færdselslov i øvrigt
2610030,2,26,2610,10030,"Frakendelsestid, kørsel i (lille knallert)",Færdselslov i alt,Færdselslov i øvrigt
2610031,2,26,2610,10031,"Lygteføring, manglende afmærkning",Færdselslov i alt,Færdselslov i øvrigt
2610032,2,26,2610,10032,"Køreuddannelse, overtrædelse af regler om (kørekortbekendtgørelsen)",Færdselslov i alt,Færdselslov i øvrigt
2610033,2,26,2610,10033,Cykel- og motorløb,Færdselslov i alt,Færdselslov i øvrigt
2610034,2,26,2610,10034,Alkolåsordning,Færdselslov i alt,Færdselslov i øvrigt
2610035,2,26,2610,10035,Generende/forstyrrende kørsel,Færdselslov i alt,Færdselslov i øvrigt
2610036,2,26,2610,10036,Hastighedsovertrædelse § 41,Færdselslov i alt,Færdselslov i øvrigt
2610037,2,26,2610,10037,Hastighedsovertrædelse § 42-43a,Færdselslov i alt,Færdselslov i øvrigt
2610038,2,26,2610,10038,ATK hastighedsovertrædelse,Færdselslov i alt,Færdselslov i øvrigt
2610039,2,26,2610,10039,"Motorvej mv., kørsel på",Færdselslov i alt,Færdselslov i øvrigt
2610040,2,26,2610,10040,ATK hastighedsovertrædelse,Færdselslov i alt,Færdselslov i øvrigt
2610041,2,26,2610,10041,"Cyklister, særlige regler for",Færdselslov i alt,Færdselslov i øvrigt
2610042,2,26,2610,10042,ATK hastighedsovertrædelse,Færdselslov i alt,Færdselslov i øvrigt
2610043,2,26,2610,10043,"Knallertkørsel, særlige regler for",Færdselslov i alt,Færdselslov i øvrigt
2610044,2,26,2610,10044,"Mobiltelefon mv., brug af",Færdselslov i alt,Færdselslov i øvrigt
2610045,2,26,2610,10045,"Motorcykelkørsel, særlige regler for",Færdselslov i alt,Færdselslov i øvrigt
2610046,2,26,2610,10046,"Traktor/motorredskab, kørsel uden førerret",Færdselslov i alt,Færdselslov i øvrigt
2610047,2,26,2610,10047,"Spirituskørsel, manglende hindring af",Færdselslov i alt,Færdselslov i øvrigt
2610048,2,26,2610,10048,"Stor knallert, kørsel uden førerret",Færdselslov i alt,Færdselslov i øvrigt
2610049,2,26,2610,10049,"Motorkørertøj, kørsel uden førerret",Færdselslov i alt,Færdselslov i øvrigt
2610050,2,26,2610,10050,Kørekort mv. ikke medbragt (motorkøretøj/stor knallert),Færdselslov i alt,Færdselslov i øvrigt
2610051,2,26,2610,10051,"Spirituskørsel, manglende hindring af",Færdselslov i alt,Færdselslov i øvrigt
