bande_src;bande_dst;detecteur;delta_t
B02;B05;D02;-1.26900
B02;B05;D03;1.26900
B02;B05;D04;-1.26900
B02;B05;D05;1.26900
B02;B05;D06;-1.26900
B02;B05;D07;1.26900
B02;B05;D08;-1.26900
B02;B05;D09;1.26900
B02;B05;D10;-1.26900
B02;B05;D11;1.26900
B02;B05;D12;-1.26900
B02;B06;D01;1.52500
B02;B06;D02;-1.52500
B02;B06;D03;1.52500
B02;B06;D04;-1.52500
B02;B06;D05;1.52500
B02;B06;D06;-1.52500
B02;B06;D07;1.52500
B02;B06;D08;-1.52500
B02;B06;D09;1.52500
B02;B06;D10;-1.52500
B02;B06;D11;1.52500
B02;B06;D12;-1.52500
B02;B07;D01;1.79000
B02;B07;D02;-1.79000
B02;B07;D03;1.79000
B02;B07;D04;-1.79000
B02;B07;D05;1.79000
B02;B07;D06;-1.79000
B02;B07;D07;1.79000
B02;B07;D08;-1.79000
B02;B07;D09;1.79000
B02;B07;D10;-1.79000
B02;B07;D11;1.79000
B02;B07;D12;-1.79000
B02;B08;D01;0.26400
B02;B08;D02;-0.26400
B02;B08;D03;0.26400
B02;B08;D04;-0.26400
B02;B08;D05;0.26400
B02;B08;D06;-0.26400
B02;B08;D07;0.26400
B02;B08;D08;-0.26400
B02;B08;D09;0.26400
B02;B08;D10;-0.26400
B02;B08;D11;0.26400
B02;B08;D12;-0.26400
B02;B8A;D01;2.05500
B02;B8A;D02;-2.05500
B02;B8A;D03;2.05500
B02;B8A;D04;-2.05500
B02;B8A;D05;2.05500
B02;B8A;D06;-2.05500
B02;B8A;D07;2.05500
B02;B8A;D08;-2.05500
B02;B8A;D09;2.05500
B02;B8A;D10;-2.05500
B02;B8A;D11;2.05500
B02;B8A;D12;-2.05500
B02;B09;D01;2.58600
B02;B09;D02;-2.58600
B02;B09;D03;2.58600
B02;B09;D04;-2.58600
B02;B09;D05;2.58600
B02;B09;D06;-2.58600
B02;B09;D07;2.58600
B02;B09;D08;-2.58600
B02;B09;D09;2.58600
B02;B09;D10;-2.58600
B02;B09;D11;2.58600
B02;B09;D12;-2.58600
B02;B10;D01;0.85100
B02;B10;D02;-0.85100
B02;B10;D03;0.85100
B02;B10;D04;-0.85100
B02;B10;D05;0.85100
B02;B10;D06;-0.85100
B02;B10;D07;0.85100
B02;B10;D08;-0.85100
B02;B10;D09;0.85100
B02;B10;D10;-0.85100
B02;B10;D11;0.85100
B02;B10;D12;-0.85100
B02;B11;D01;1.46800
B02;B11;D02;-1.46800
B02;B11;D03;1.46800
B02;B11;D04;-1.46800
B02;B11;D05;1.46800
B02;B11;D06;-1.46800
B02;B11;D07;1.46800
B02;B11;D08;-1.46800
B02;B11;D09;1.46800
B02;B11;D10;-1.46800
B02;B11;D11;1.46800
B02;B11;D12;-1.46800
B02;B12;D01;2.08500
B02;B12;D02;-2.08500
B02;B12;D03;2.08500
B02;B12;D04;-2.08500
B02;B12;D05;2.08500
B02;B12;D06;-2.08500
B02;B12;D07;2.08500
B02;B12;D08;-2.08500
B02;B12;D09;2.08500
B02;B12;D10;-2.08500
B02;B12;D11;2.08500
B02;B12;D12;-2.08500
B03;B01;D01;1.78700
B03;B01;D02;-1.78700
B03;B01;D03;1.78700
B03;B01;D04;-1.78700
B03;B01;D05;1.78700
B03;B01;D06;-1.78700
B03;B01;D07;1.78700
B03;B01;D08;-1.78700
B03;B01;D09;1.78700
B03;B01;D10;-1.78700
B03;B01;D11;1.78700
B03;B01;D12;-1.78700
B03;B02;D01;-0.52700
B03;B02;D02;0.52700
B03;B02;D03;-0.52700
B03;B02;D04;0.52700
B03;B02;D05;-0.52700
B03;B02;D06;0.52700
B03;B02;D07;-0.52700
B03;B02;D08;0.52700
B03;B02;D09;-0.52700
B03;B02;D10;0.52700
B03;B02;D11;-0.52700
B03;B02;D12;0.52700
B03;B04;D01;0.47800
B03;B04;D02;-0.47800
B03;B04;D03;0.47800
B03;B04;D04;-0.47800
B03;B04;D05;0.47800
B03;B04;D06;-0.47800
B03;B04;D07;0.47800
B03;B04;D08;-0.47800
B03;B04;D09;0.47800
B03;B04;D10;-0.47800
B03;B04;D11;0.47800
B03;B04;D12;-0.47800
B03;B05;D01;0.74200
B03;B05;D02;-0.74200
B03;B05;D03;0.74200
B03;B05;D04;-0.74200
B03;B05;D05;0.74200
B03;B05;D06;-0.74200
B03;B05;D07;0.74200
B03;B05;D08;-0.74200
B03;B05;D09;0.74200
B03;B05;D10;-0.74200
B03;B05;D11;0.74200
B03;B05;D12;-0.74200
B03;B06;D01;0.99800
B03;B06;D02;-0.99800
B03;B06;D03;0.99800
B03;B06;D04;-0.99800
B03;B06;D05;0.99800
B03;B06;D06;-0.99800
B03;B06;D07;0.99800
B03;B06;D08;-0.99800
B03;B06;D09;0.99800
B03;B06;D10;-0.99800
B03;B06;D11;0.99800
B03;B06;D12;-0.99800
B03;B07;D01;1.26300
B03;B07;D02;-1.26300
B03;B07;D03;1.26300
B03;B07;D04;-1.26300
B03;B07;D05;1.26300
B03;B07;D06;-1.26300
B03;B07;D07;1.26300
B03;B07;D08;-1.26300
B03;B07;D09;1.26300
B03;B07;D10;-1.26300
B03;B07;D11;1.26300
B03;B07;D12;-1.26300
B03;B08;D01;-0.26400
B03;B08;D02;0.26400
B03;B08;D03;-0.26400
B03;B08;D04;0.26400
B03;B08;D05;-0.26400
B03;B08;D06;0.26400
B03;B08;D07;-0.26400
B03;B08;D08;0.26400
B03;B08;D09;-0.26400
B03;B08;D10;0.26400
B03;B08;D11;-0.26400
B03;B08;D12;0.26400
B03;B8A;D01;1.52800
B03;B8A;D02;-1.52800
B03;B8A;D03;1.52800
B03;B8A;D04;-1.52800
B03;B8A;D05;1.52800
B03;B8A;D06;-1.52800
B03;B8A;D07;1.52800
B03;B8A;D08;-1.52800
B03;B8A;D09;1.52800
B03;B8A;D10;-1.52800
B03;B8A;D11;1.52800
B03;B8A;D12;-1.52800
B03;B09;D01;2.05900
B03;B09;D02;-2.05900
B03;B09;D03;2.05900
B03;B09;D04;-2.05900
B03;B09;D05;2.05900
B03;B09;D06;-2.05900
B03;B09;D07;2.05900
B03;B09;D08;-2.05900
B03;B09;D09;2.05900
B03;B09;D10;-2.05900
B03;B09;D11;2.05900
B03;B09;D12;-2.05900
B03;B10;D01;0.32400
B03;B10;D02;-0.32400
B03;B10;D03;0.32400
B03;B10;D04;-0.32400
B03;B10;D05;0.32400
B03;B10;D06;-0.32400
B03;B10;D07;0.32400
B03;B10;D08;-0.32400
B03;B10;D09;0.32400
B03;B10;D10;-0.32400
B03;B10;D11;0.32400
B03;B10;D12;-0.32400
B03;B11;D01;0.94100
B03;B11;D02;-0.94100
B03;B11;D03;0.94100
B03;B11;D04;-0.94100
B03;B11;D05;0.94100
B03;B11;D06;-0.94100
B03;B11;D07;0.94100
B03;B11;D08;-0.94100
B03;B11;D09;0.94100
B03;B11;D10;-0.94100
B03;B11;D11;0.94100
B03;B11;D12;-0.94100
B03;B12;D01;1.55800
B03;B12;D02;-1.55800
B03;B12;D03;1.55800
B03;B12;D04;-1.55800
B03;B12;D05;1.55800
B03;B12;D06;-1.55800
B03;B12;D07;1.55800
B03;B12;D08;-1.55800
B03;B12;D09;1.55800
B03;B12;D10;-1.55800
B03;B12;D11;1.55800
B03;B12;D12;-1.55800
B04;B01;D01;1.30900
B04;B01;D02;-1.30900
B04;B01;D03;1.30900
B04;B01;D04;-1.30900
B04;B01;D05;1.30900
B04;B01;D06;-1.30900
B04;B01;D07;1.30900
B04;B01;D08;-1.30900
B04;B01;D09;1.30900
B04;B01;D10;-1.30900
B04;B01;D11;1.30900
B04;B01;D12;-1.30900
B04;B02;D01;-1.00500
B04;B02;D02;1.00500
B04;B02;D03;-1.00500
B04;B02;D04;1.00500
B04;B02;D05;-1.00500
B04;B02;D06;1.00500
B04;B02;D07;-1.00500
B04;B02;D08;1.00500
B04;B02;D09;-1.00500
B04;B02;D10;1.00500
B04;B02;D11;-1.00500
B04;B02;D12;1.00500
B04;B03;D01;-0.47800
B04;B03;D02;0.47800
B04;B03;D03;-0.47800
B04;B03;D04;0.47800
B04;B03;D05;-0.47800
B04;B03;D06;0.47800
B04;B03;D07;-0.47800
B04;B03;D08;0.47800
B04;B03;D09;-0.47800
B04;B03;D10;0.47800
B04;B03;D11;-0.47800
B04;B03;D12;0.47800
B04;B05;D01;0.26400
B04;B05;D02;-0.26400
B04;B05;D03;0.26400
B04;B05;D04;-0.26400
B04;B05;D05;0.26400
B04;B05;D06;-0.26400
B04;B05;D07;0.26400
B04;B05;D08;-0.26400
B04;B05;D09;0.26400
B04;B05;D10;-0.26400
B04;B05;D11;0.26400
B04;B05;D12;-0.26400
B04;B06;D01;0.52000
B04;B06;D02;-0.52000
B04;B06;D03;0.52000
B04;B06;D04;-0.52000
B04;B06;D05;0.52000
B04;B06;D06;-0.52000
B04;B06;D07;0.52000
B04;B06;D08;-0.52000
B04;B06;D09;0.52000
B04;B06;D10;-0.52000
B04;B06;D11;0.52000
B04;B06;D12;-0.52000
B04;B07;D01;0.78700
B04;B07;D02;-0.78700
B04;B07;D03;0.78700
B04;B07;D04;-0.78700
B04;B07;D05;0.78700
B04;B07;D06;-0.78700
B04;B07;D07;0.78700
B04;B07;D08;-0.78700
B04;B07;D09;0.78700
B04;B07;D10;-0.78700
B04;B07;D11;0.78700
B04;B07;D12;-0.78700
B04;B08;D01;-0.74100
B04;B08;D02;0.74100
B04;B08;D03;-0.74100
B04;B08;D04;0.74100
B04;B08;D05;-0.74100
B04;B08;D06;0.74100
B04;B08;D07;-0.74100
B04;B08;D08;0.74100
B04;B08;D09;-0.74100
B04;B08;D10;0.74100
B04;B08;D11;-0.74100
B04;B08;D12;0.74100
B04;B8A;D01;1.05000
B04;B8A;D02;-1.05000
B04;B8A;D03;1.05000
B04;B8A;D04;-1.05000
B04;B8A;D05;1.05000
B04;B8A;D06;-1.05000
B04;B8A;D07;1.05000
B04;B8A;D08;-1.05000
B04;B8A;D09;1.05000
B04;B8A;D10;-1.05000
B04;B8A;D11;1.05000
B04;B8A;D12;-1.05000
B04;B09;D01;1.58100
B04;B09;D02;-1.58100
B04;B09;D03;1.58100
B04;B09;D04;-1.58100
B04;B09;D05;1.58100
B04;B09;D06;-1.58100
B04;B09;D07;1.58100
B04;B09;D08;-1.58100
B04;B09;D09;1.58100
B04;B09;D10;-1.58100
B04;B09;D11;1.58100
B04;B09;D12;-1.58100
B04;B10;D01;-0.15400
B04;B10;D02;0.15400
B04;B10;D03;-0.15400
B04;B10;D04;0.15400
B04;B10;D05;-0.15400
B04;B10;D06;0.15400
B04;B10;D07;-0.15400
B04;B10;D08;0.15400
B04;B10;D09;-0.15400
B04;B10;D10;0.15400
B04;B10;D11;-0.15400
B04;B10;D12;0.15400
B04;B11;D01;0.46300
B04;B11;D02;-0.46300
B04;B11;D03;0.46300
B04;B11;D04;-0.46300
B04;B11;D05;0.46300
B04;B11;D06;-0.46300
B04;B11;D07;0.46300
B04;B11;D08;-0.46300
B04;B11;D09;0.46300
B04;B11;D10;-0.46300
B04;B11;D11;0.46300
B04;B11;D12;-0.46300
B04;B12;D01;1.08000
B04;B12;D02;-1.08000
B04;B12;D03;1.08000
B04;B12;D04;-1.08000
B04;B12;D05;1.08000
B04;B12;D06;-1.08000
B04;B12;D07;1.08000
B04;B12;D08;-1.08000
B04;B12;D09;1.08000
B04;B12;D10;-1.08000
B04;B12;D11;1.08000
B04;B12;D12;-1.08000
B05;B01;D01;1.04500
B05;B01;D02;-1.04500
B05;B01;D03;1.04500
B05;B01;D04;-1.04500
B05;B01;D05;1.04500
B05;B01;D06;-1.04500
B05;B01;D07;1.04500
B05;B01;D08;-1.04500
B05;B01;D09;1.04500
B05;B01;D10;-1.04500
B05;B01;D11;1.04500
B05;B01;D12;-1.04500
B05;B02;D01;-1.26900
B05;B02;D02;1.26900
B05;B02;D03;-1.26900
B05;B02;D04;1.26900
B05;B02;D05;-1.26900
B05;B02;D06;1.26900
B05;B02;D07;-1.26900
B05;B02;D08;1.26900
B05;B02;D09;-1.26900
B05;B02;D10;1.26900
B05;B02;D11;-1.26900
B05;B02;D12;1.26900
B05;B03;D01;-0.74200
B05;B03;D02;0.74200
B05;B03;D03;-0.74200
B05;B03;D04;0.74200
B05;B03;D05;-0.74200
B05;B03;D06;0.74200
B05;B03;D07;-0.74200
B05;B03;D08;0.74200
B05;B03;D09;-0.74200
B05;B03;D10;0.74200
B05;B03;D11;-0.74200
B05;B03;D12;0.74200
B05;B04;D01;-0.26400
B05;B04;D02;0.26400
B05;B04;D03;-0.26400
B05;B04;D04;0.26400
B05;B04;D05;-0.26400
B05;B04;D06;0.26400
B05;B04;D07;-0.26400
B05;B04;D08;0.26400
B05;B04;D09;-0.26400
B05;B04;D10;0.26400
B05;B04;D11;-0.26400
B05;B04;D12;0.26400
B05;B06;D01;0.25600
B05;B06;D02;-0.25600
B05;B06;D03;0.25600
B05;B06;D04;-0.25600
B05;B06;D05;0.25600
B05;B06;D06;-0.25600
B05;B06;D07;0.25600
B05;B06;D08;-0.25600
B05;B06;D09;0.25600
B05;B06;D10;-0.25600
B05;B06;D11;0.25600
B05;B06;D12;-0.25600
B05;B07;D01;0.52100
B05;B07;D02;-0.52100
B05;B07;D03;0.52100
B05;B07;D04;-0.52100
B05;B07;D05;0.52100
B05;B07;D06;-0.52100
B05;B07;D07;0.52100
B05;B07;D08;-0.52100
B05;B07;D09;0.52100
B05;B07;D10;-0.52100
B05;B07;D11;0.52100
B05;B07;D12;-0.52100
B05;B08;D01;-1.00500
B05;B08;D02;1.00500
B05;B08;D03;-1.00500
B05;B08;D04;1.00500
B05;B08;D05;-1.00500
B05;B08;D06;1.00500
B05;B08;D07;-1.00500
B05;B08;D08;1.00500
B05;B08;D09;-1.00500
B05;B08;D10;1.00500
B05;B08;D11;-1.00500
B05;B08;D12;1.00500
B05;B8A;D01;0.78600
B05;B8A;D02;-0.78600
B05;B8A;D03;0.78600
B05;B8A;D04;-0.78600
B05;B8A;D05;0.78600
B05;B8A;D06;-0.78600
B05;B8A;D07;0.78600
B05;B8A;D08;-0.78600
B05;B8A;D09;0.78600
B05;B8A;D10;-0.78600
B05;B8A;D11;0.78600
B05;B8A;D12;-0.78600
B05;B09;D01;1.31700
B05;B09;D02;-1.31700
B05;B09;D03;1.31700
B05;B09;D04;-1.31700
B05;B09;D05;1.31700
B05;B09;D06;-1.31700
B05;B09;D07;1.31700
B05;B09;D08;-1.31700
B05;B09;D09;1.31700
B05;B09;D10;-1.31700
B05;B09;D11;1.31700
B05;B09;D12;-1.31700
B05;B10;D01;-0.41800
B05;B10;D02;0.41800
B05;B10;D03;-0.41800
B05;B10;D04;0.41800
B05;B10;D05;-0.41800
B05;B10;D06;0.41800
B05;B10;D07;-0.41800
B05;B10;D08;0.41800
B05;B10;D09;-0.41800
B05;B10;D10;0.41800
B05;B10;D11;-0.41800
B05;B10;D12;0.41800
B05;B11;D01;0.19900
B05;B11;D02;-0.19900
B05;B11;D03;0.19900
B05;B11;D04;-0.19900
B05;B11;D05;0.19900
B05;B11;D06;-0.19900
B05;B11;D07;0.19900
B05;B11;D08;-0.19900
B05;B11;D09;0.19900
B05;B11;D10;-0.19900
B05;B11;D11;0.19900
B05;B11;D12;-0.19900
B05;B12;D01;0.81600
B05;B12;D02;-0.81600
B05;B12;D03;0.81600
B05;B12;D04;-0.81600
B05;B12;D05;0.81600
B05;B12;D06;-0.81600
B05;B12;D07;0.81600
B05;B12;D08;-0.81600
B05;B12;D09;0.81600
B05;B12;D10;-0.81600
B05;B12;D11;0.81600
B05;B12;D12;-0.81600
B06;B01;D01;0.78900
B06;B01;D02;-0.78900
B06;B01;D03;0.78900
B06;B01;D04;-0.78900
B06;B01;D05;0.78900
B06;B01;D06;-0.78900
B06;B01;D07;0.78900
B06;B01;D08;-0.78900
B06;B01;D09;0.78900
B06;B01;D10;-0.78900
B06;B01;D11;0.78900
B06;B01;D12;-0.78900
B06;B02;D01;-1.52500
B06;B02;D02;1.52500
B06;B02;D03;-1.52500
B06;B02;D04;1.52500
B06;B02;D05;-1.52500
B06;B02;D06;1.52500
B06;B02;D07;-1.52500
B06;B02;D08;1.52500
B06;B02;D09;-1.52500
B06;B02;D10;1.52500
B06;B02;D11;-1.52500
B06;B02;D12;1.52500
B06;B03;D01;-0.99800
B06;B03;D02;0.99800
B06;B03;D03;-0.99800
B06;B03;D04;0.99800
B06;B03;D05;-0.99800
B06;B03;D06;0.99800
B06;B03;D07;-0.99800
B06;B03;D08;0.99800
B06;B03;D09;-0.99800
B06;B03;D10;0.99800
B06;B03;D11;-0.99800
B06;B03;D12;0.99800
B06;B04;D01;-0.52000
B06;B04;D02;0.52000
B06;B04;D03;-0.52000
B06;B04;D04;0.52000
B06;B04;D05;-0.52000
B06;B04;D06;0.52000
B06;B04;D07;-0.52000
B06;B04;D08;0.52000
B06;B04;D09;-0.52000
B06;B04;D10;0.52000
B06;B04;D11;-0.52000
B06;B04;D12;0.52000
B06;B05;D01;-0.25600
B06;B05;D02;0.25600
B06;B05;D03;-0.25600
B06;B05;D04;0.25600
B06;B05;D05;-0.25600
B06;B05;D06;0.25600
B06;B05;D07;-0.25600
B06;B05;D08;0.25600
B06;B05;D09;-0.25600
B06;B05;D10;0.25600
B06;B05;D11;-0.25600
B06;B05;D12;0.25600
B06;B07;D01;0.26500
B06;B07;D02;-0.26500
B06;B07;D03;0.26500
B06;B07;D04;-0.26500
B06;B07;D05;0.26500
B06;B07;D06;-0.26500
B06;B07;D07;0.26500
B06;B07;D08;-0.26500
B06;B07;D09;0.26500
B06;B07;D10;-0.26500
B06;B07;D11;0.26500
B06;B07;D12;-0.26500
B06;B08;D01;-1.26100
B06;B08;D02;1.26100
B06;B08;D03;-1.26100
B06;B08;D04;1.26100
B06;B08;D05;-1.26100
B06;B08;D06;1.26100
B06;B08;D07;-1.26100
B06;B08;D08;1.26100
B06;B08;D09;-1.26100
B06;B08;D10;1.26100
B06;B08;D11;-1.26100
B06;B08;D12;1.26100
B06;B8A;D01;0.53000
B06;B8A;D02;-0.53000
B06;B8A;D03;0.53000
B06;B8A;D04;-0.53000
B06;B8A;D05;0.53000
B06;B8A;D06;-0.53000
B06;B8A;D07;0.53000
B06;B8A;D08;-0.53000
B06;B8A;D09;0.53000
B06;B8A;D10;-0.53000
B06;B8A;D11;0.53000
B06;B8A;D12;-0.53000
B06;B09;D01;1.06100
B06;B09;D02;-1.06100
B06;B09;D03;1.06100
B06;B09;D04;-1.06100
B06;B09;D05;1.06100
B06;B09;D06;-1.06100
B06;B09;D07;1.06100
B06;B09;D08;-1.06100
B06;B09;D09;1.06100
B06;B09;D10;-1.06100
B06;B09;D11;1.06100
B06;B09;D12;-1.06100
B06;B10;D01;-0.67400
B06;B10;D02;0.67400
B06;B10;D03;-0.67400
B06;B10;D04;0.67400
B06;B10;D05;-0.67400
B06;B10;D06;0.67400
B06;B10;D07;-0.67400
B06;B10;D08;0.67400
B06;B10;D09;-0.67400
B06;B10;D10;0.67400
B06;B10;D11;-0.67400
B06;B10;D12;0.67400
B06;B11;D01;-0.05700
B06;B11;D02;0.05700
B06;B11;D03;-0.05700
B06;B11;D04;0.05700
B06;B11;D05;-0.05700
B06;B11;D06;0.05700
B06;B11;D07;-0.05700
B06;B11;D08;0.05700
B06;B11;D09;-0.05700
B06;B11;D10;0.05700
B06;B11;D11;-0.05700
B06;B11;D12;0.05700
B06;B12;D01;0.56000
B06;B12;D02;-0.56000
B06;B12;D03;0.56000
B06;B12;D04;-0.56000
B06;B12;D05;0.56000
B06;B12;D06;-0.56000
B06;B12;D07;0.56000
B06;B12;D08;-0.56000
B06;B12;D09;0.56000
B06;B12;D10;-0.56000
B06;B12;D11;0.56000
B06;B12;D12;-0.56000
B07;B01;D01;0.52400
B07;B01;D02;-0.52400
B07;B01;D03;0.52400
B07;B01;D04;-0.52400
B07;B01;D05;0.52400
B07;B01;D06;-0.52400
B07;B01;D07;0.52400
B07;B01;D08;-0.52400
B07;B01;D09;0.52400
B07;B01;D10;-0.52400
B07;B01;D11;0.52400
B07;B01;D12;-0.52400
B07;B02;D01;-1.79000
B07;B02;D02;1.79000
B07;B02;D03;-1.79000
B07;B02;D04;1.79000
B07;B02;D05;-1.79000
B07;B02;D06;1.79000
B07;B02;D07;-1.79000
B07;B02;D08;1.79000
B07;B02;D09;-1.79000
B07;B02;D10;1.79000
B07;B02;D11;-1.79000
B07;B02;D12;1.79000
B07;B03;D01;-1.26300
B07;B03;D02;1.26300
B07;B03;D03;-1.26300
B07;B03;D04;1.26300
B07;B03;D05;-1.26300
B07;B03;D06;1.26300
B07;B03;D07;-1.26300
B07;B03;D08;1.26300
B07;B03;D09;-1.26300
B07;B03;D10;1.26300
B07;B03;D11;-1.26300
B07;B03;D12;1.26300
B07;B04;D01;-0.78700
B07;B04;D02;0.78700
B07;B04;D03;-0.78700
B07;B04;D04;0.78700
B07;B04;D05;-0.78700
B07;B04;D06;0.78700
B07;B04;D07;-0.78700
B07;B04;D08;0.78700
B07;B04;D09;-0.78700
B07;B04;D10;0.78700
B07;B04;D11;-0.78700
B07;B04;D12;0.78700
B07;B05;D01;-0.52100
B07;B05;D02;0.52100
B07;B05;D03;-0.52100
B07;B05;D04;0.52100
B07;B05;D05;-0.52100
B07;B05;D06;0.52100
B07;B05;D07;-0.52100
B07;B05;D08;0.52100
B07;B05;D09;-0.52100
B07;B05;D10;0.52100
B07;B05;D11;-0.52100
B07;B05;D12;0.52100
B07;B06;D01;-0.26500
B07;B06;D02;0.26500
B07;B06;D03;-0.26500
B07;B06;D04;0.26500
B07;B06;D05;-0.26500
B07;B06;D06;0.26500
B07;B06;D07;-0.26500
B07;B06;D08;0.26500
B07;B06;D09;-0.26500
B07;B06;D10;0.26500
B07;B06;D11;-0.26500
B07;B06;D12;0.26500
B07;B08;D01;-1.52600
B07;B08;D02;1.52600
B07;B08;D03;-1.52600
B07;B08;D04;1.52600
B07;B08;D05;-1.52600
B07;B08;D06;1.52600
B07;B08;D07;-1.52600
B07;B08;D08;1.52600
B07;B08;D09;-1.52600
B07;B08;D10;1.52600
B07;B08;D11;-1.52600
B07;B08;D12;1.52600
B07;B8A;D01;0.26500
B07;B8A;D02;-0.26500
B07;B8A;D03;0.26500
B07;B8A;D04;-0.26500
B07;B8A;D05;0.26500
B07;B8A;D06;-0.26500
B07;B8A;D07;0.26500
B07;B8A;D08;-0.26500
B07;B8A;D09;0.26500
