## Collection Inspection (1362 elements)

### Table Elements

| x0 | top | x1 | bottom | type |
|------|------|------|------|------|
| 8 | 38 | 583 | 738 | table |
| 18 | 101 | 575 | 723 | table |
| 18 | 105 | 575 | 722 | table |

### Word Elements

| text | x0 | top | x1 | bottom | font_family | font_variant | size | bold | italic | source | confidence | color |
| . | 21 | 416 | 23 | 426 | Times |  | 10 | False | False | native | 1.00 | #545252 |
| S.  | 24 | 416 | 33 | 426 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| Representative | 37 | 416 | 98 | 426 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| .  | 100 | 416 | 105 | 426 | Times |  | 10 | False | False | native | 1.00 | #545252 |
| District 36  | 107 | 416 | 156 | 426 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| Vote for  | 15 | 427 | 52 | 437 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 1  | 59 | 427 | 67 | 437 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 120  | 561 | 436 | 575 | 446 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 40  | 383 | 437 | 394 | 447 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 98  | 445 | 437 | 455 | 447 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 91.40  | 255 | 437 | 278 | 447 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 11  | 324 | 437 | 334 | 447 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 18  | 505 | 437 | 515 | 446 | Times |  | 9 | False | False | native | 1.00 | #2a2324 |
| 287  | 224 | 437 | 239 | 447 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| Brian Babin  | 20 | 437 | 70 | 448 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| CREP | 73 | 437 | 90 | 448 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| ).  | 91 | 437 | 100 | 448 | Times |  | 10 | False | False | native | 1.00 | #443d40 |
| 21  | 565 | 446 | 575 | 457 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 0  | 509 | 447 | 517 | 457 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 1  | 388 | 447 | 396 | 457 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 5  | 449 | 447 | 457 | 457 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 27  | 228 | 447 | 239 | 458 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 8 | 259 | 447 | 264 | 458 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| . | 264 | 447 | 267 | 458 | Times |  | 10 | False | False | native | 1.00 | #545252 |
| 60  | 268 | 447 | 277 | 458 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 0  | 328 | 447 | 336 | 458 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| Hal  | 19 | 448 | 33 | 458 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| J.  | 37 | 448 | 47 | 458 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| Ridley Jr | 50 | 448 | 90 | 458 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| .  | 91 | 448 | 96 | 458 | Times |  | 10 | False | False | native | 1.00 | #545252 |
| CGRN).  | 100 | 448 | 125 | 458 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 141  | 561 | 457 | 575 | 467 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 18  | 505 | 457 | 515 | 467 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 41  | 383 | 458 | 394 | 468 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 103  | 441 | 458 | 455 | 468 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 11  | 324 | 458 | 334 | 468 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 314  | 224 | 458 | 239 | 468 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| Total  | 54 | 458 | 77 | 469 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 0  | 569 | 468 | 577 | 478 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 0  | 509 | 468 | 517 | 478 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 0  | 449 | 468 | 457 | 478 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 0  | 328 | 469 | 336 | 479 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 0  | 388 | 469 | 396 | 479 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 0  | 233 | 469 | 240 | 479 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| Over Votes  | 32 | 469 | 79 | 479 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 1  | 509 | 478 | 517 | 489 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 22  | 565 | 478 | 575 | 489 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
| 13  | 445 | 479 | 455 | 489 | Times |  | 10 | False | False | native | 1.00 | #2a2324 |
